candidate_id,block_id,p_star,y,h,t,offset,D_t,line_t,diff,abs_diff
hexc_00000,1,180530237,179845447,684790,179877195,31748,-34199.33310059464,-34851.26362149238,651.9305208977385,651.9305208977385
hexc_00000,1,180530237,179845447,684790,179892053,46606,-46297.23567635793,-46591.50533470389,294.26965834596194,294.26965834596194
hexc_00000,1,180530237,179845447,684790,179913866,68419,-63676.812760147935,-63827.33064701261,150.51788686467626,150.51788686467626
hexc_00000,1,180530237,179845447,684790,179945887,100440,-88749.10378657017,-89129.13976659441,380.03598002424405,380.03598002424405
hexc_00000,1,180530237,179845447,684790,179992894,147447,-126274.24110707435,-126272.33146217483,-1.909644899526029,1.909644899526029
hexc_00000,1,180530237,179845447,684790,180061902,216455,-180257.6716623644,-180799.8991122826,542.227449918224,542.227449918224
hexc_00000,1,180530237,179845447,684790,180163205,317758,-261332.6560153628,-260845.7805413758,-486.875473986991,486.875473986991
hexc_00000,1,180530237,179845447,684790,180311921,466474,-378307.1580195535,-378355.6598402023,48.50182064878754,48.50182064878754
hexc_00000,1,180530237,179845447,684790,180530237,684790,-550860.8832795271,-550860.8832795271,0.0,0.0
hexc_00001,2,24317,24178,3,24178,0,-123.17681954167884,-123.17681954167884,0.0,0.0
hexc_00001,2,24317,24178,3,24179,1,-132.94670924349947,-129.69010691093808,-3.2566023325613855,3.2566023325613855
hexc_00001,2,24317,24178,3,24180,2,-132.94670923465,-136.20339428019736,3.256685045547357,3.256685045547357
hexc_00001,2,24317,24178,3,24181,3,-142.7166816494566,-142.7166816494566,0.0,0.0
hexc_00002,3,30974597,30910184,64413,30910184,0,-4189.11794672998,-4189.11794672998,0.0,0.0
hexc_00002,3,30974597,30910184,64413,30910185,1,-4188.79459666498,-4189.896749493518,1.1021528285373279,1.1021528285373279
hexc_00002,3,30974597,30910184,64413,30910186,2,-4188.65088552498,-4190.675552257056,2.024666732075275,2.024666732075275
hexc_00002,3,30974597,30910184,64413,30910187,3,-4188.32753545998,-4191.4543550205935,3.1268195606135123,3.1268195606135123
hexc_00002,3,30974597,30910184,64413,30910188,4,-4188.221951765286,-4192.2331577841305,4.0112060188448595,4.0112060188448595
hexc_00002,3,30974597,30910184,64413,30910189,5,-4205.145198128901,-4193.011960547668,-12.133237581232606,12.133237581232606
hexc_00002,3,30974597,30910184,64413,30910191,7,-4204.821848063902,-4194.569566074744,-10.252281989157382,10.252281989157382
hexc_00002,3,30974597,30910184,64413,30910192,8,-4204.678136923902,-4195.348368838282,-9.329768085619435,9.329768085619435
hexc_00002,3,30974597,30910184,64413,30910193,9,-4204.354786858901,-4196.12717160182,-8.227615257081197,8.227615257081197
hexc_00002,3,30974597,30910184,64413,30910194,10,-4204.349403299027,-4196.905974365358,-7.443428933668656,7.443428933668656
hexc_00002,3,30974597,30910184,64413,30910197,13,-4203.495759127426,-4199.242382655971,-4.25337647145534,4.25337647145534
hexc_00002,3,30974597,30910184,64413,30910200,16,-4203.010796188724,-4201.578790946584,-1.432005242139894,1.432005242139894
hexc_00002,3,30974597,30910184,64413,30910201,17,-4202.687446123724,-4202.357593710122,-0.32985241360165674,0.32985241360165674
hexc_00002,3,30974597,30910184,64413,30910208,24,-4201.24682574761,-4207.809213054887,6.562387307276367,6.562387307276367
hexc_00002,3,30974597,30910184,64413,30910216,32,-4216.912599531445,-4214.039635163189,-2.872964368256362,2.872964368256362
