rank_metric,rank,candidate_id,block_id,x,y,h,p_star,row_regime,post_P0_by_pstar,threshold_relevant_flag,forbidden_flag,finite_zone_flag,E_end_over_h,C_end,endpoint_residual_abs_max,residual_kappa,E_best_over_h,E_gap_over_h,endpoint_residual_fraction,ddR_sq_over_h,distance_to_mean_template,ratio_E_end_to_h4_ddR_sq
ratio_E_end_to_h4_ddR_sq,11,hexc_00226,227,17642329,17642326,3,17642453,finite_positive,False,False,False,True,19.83186271026074,4.453297958845864,5.454153892557315,0.7071067885351441,17.848676439234172,1.9831862710264057,3.0739272005674057e-06,,,0.0013717421124828915
ratio_E_end_to_h4_ddR_sq,12,hexc_00148,149,1511821,1511818,3,1511863,finite_positive,False,False,False,True,14.323127931689609,3.784590853935153,4.635158900126953,0.7071068820933213,12.89081513852053,1.4323127931692532,2.002351877434421e-05,,,0.0013717421124828778
ratio_E_end_to_h4_ddR_sq,13,hexc_00064,65,3438889,3438886,3,3439001,finite_positive,False,False,False,True,16.066194093131383,4.008265721372696,4.909103176217627,0.7071068230721617,14.459574683818332,1.606619409313198,1.1578496022827413e-05,,,0.001371742112482858
ratio_E_end_to_h4_ddR_sq,14,hexc_00137,138,7048213,7048210,3,7048303,finite_positive,False,False,False,True,17.670074110537726,4.203578726577835,5.148311628747024,0.7071068006733899,15.903066699484883,1.767007411053622,5.970507332538759e-06,,,0.0013717421124828542
ratio_E_end_to_h4_ddR_sq,15,hexc_00327,328,33488869,33488866,3,33489013,finite_positive,False,False,False,True,21.41590466927541,4.627732130242135,5.667791222548658,0.7071067849119111,19.27431420234684,2.141590466926853,1.821184040824688e-06,,,0.0013717421124828538
ratio_E_end_to_h4_ddR_sq,16,hexc_00607,608,604715329,604715326,3,604715411,post_P0_positive_tail,True,False,False,False,29.32498949307036,5.415255256501799,6.632306104329473,0.7071067813627352,26.39249054375849,2.93249894930784,1.398959352531885e-07,,,0.0013717421124828536
ratio_E_end_to_h4_ddR_sq,17,hexc_00169,170,17641579,17641576,3,17641879,finite_positive,False,False,False,True,19.831759657669316,4.453286388462942,5.454139721792217,0.7071067885354284,17.848583691902377,1.9831759657666013,2.8137518203445503e-06,,,0.0013717421124828536
ratio_E_end_to_h4_ddR_sq,18,hexc_00150,151,39670783,39670780,3,39670973,finite_positive,False,False,False,True,21.844756763713008,4.673837477246401,5.724258505182661,0.7071067843003608,19.660281087341705,2.18447567637078,1.382345242940316e-06,,,0.0013717421124828533
ratio_E_end_to_h4_ddR_sq,19,hexc_00197,198,40839499,40839496,3,40839853,finite_positive,False,False,False,True,21.91868696008932,4.681739736475033,5.733936755923878,0.7071067842061354,19.72681826408143,2.191868696007889,1.4547121448146998e-06,,,0.0013717421124828533
ratio_E_end_to_h4_ddR_sq,20,hexc_00519,520,179378389,179378386,3,179378513,finite_positive,False,False,False,True,25.852173659248923,5.084503285400544,6.227219327942294,0.7071067818195138,23.26695629332403,2.585217365921116,4.041431273182276e-07,,,0.0013717421124828533
ratio_E_end_to_h4_ddR_sq,21,hexc_00452,453,180641719,180641716,3,180641999,finite_positive,False,False,False,True,25.87160107543095,5.086413380313377,6.229558706852004,0.7071067818148887,23.284440967890124,2.5871601075412065,4.072148068639106e-07,,,0.0013717421124828533
ratio_E_end_to_h4_ddR_sq,22,hexc_00199,200,17590933,17590930,3,17591099,finite_positive,False,False,False,True,19.824791187542004,4.452503923360653,5.453181401834172,0.7071067885578592,17.842312068787802,1.982479118754697,2.618643039625064e-06,,,0.0013717421124828533
ratio_E_end_to_h4_ddR_sq,23,hexc_00314,315,33926353,33926350,3,33926539,finite_positive,False,False,False,True,21.44861141652936,4.631264559116588,5.672117546310801,0.7071067848610245,19.30375027487591,2.1448611416505288,1.6577590731530789e-06,,,0.0013717421124828533
ratio_E_end_to_h4_ddR_sq,24,hexc_00457,458,109709671,109709668,3,109709861,finite_positive,False,False,False,True,24.509335366901,4.950690392955411,6.063332677735161,0.7071067822495881,22.05840183021311,2.450933536691203,6.470692588659901e-07,,,0.0013717421124828533
ratio_E_end_to_h4_ddR_sq,25,hexc_00410,411,179435749,179435746,3,179436077,finite_positive,False,False,False,True,25.85305854042757,5.084590302121457,6.227325901223594,0.7071067818193483,23.267752686389347,2.585305854040869,4.1342006685403005e-07,,,0.0013717421124828533
