metric,rank,candidate_id,block_id,p_star,h,post_P0_flag,value,K_prime,product_actual,rayleigh_over_h,weight_l2_sq,event_count,sample_count
product_1over16,15,hexc_00089,90,179641471,10782,False,12259.748520981237,15.782038821551296,15.782038821551293,8.045657907736666e-05,196155.9763356998,543,40
product_1over16,16,hexc_00078,79,109546081,10586,False,11865.538363567375,14.29696289203924,14.296962892039241,7.530717556786893e-05,189848.613817078,554,40
product_1over16,17,hexc_00043,44,109588091,10737,False,11694.676943087867,15.650024564874345,15.650024564874343,8.36386109735821e-05,187114.83108940587,546,40
product_1over16,18,hexc_00008,9,12883477,11482,False,11256.418222523731,3.4598590865423064,3.4598590865423064,1.9210479624522343e-05,180102.6915603797,672,39
product_1over16,19,hexc_00027,28,109670797,9994,False,10753.129382920606,17.10438326742069,17.10438326742069,9.941514847870646e-05,172050.0701267297,502,40
product_1over16,20,hexc_00127,128,187449539,9358,False,10687.484872185238,11.353153142896916,11.353153142896915,6.639280241488409e-05,170999.7579549638,472,39
product_0p063,1,hexc_00000,1,180530237,684790,False,816420.38485039,4.242257262838288,4.242257262838288,3.2735856737309205e-07,12959053.727783969,35864,41
product_0p063,2,hexc_00040,41,604672261,151650,True,191121.627675731,2.1504475741786093,2.1504475741786093,7.088585359010924e-07,3033676.629773508,7420,41
product_0p063,3,hexc_00006,7,30774449,104130,False,112092.63921636349,5.2493680971415095,5.2493680971415095,2.950329231534745e-06,1779248.2415295793,5986,41
product_0p063,4,hexc_00023,24,180619079,61662,False,72457.6135003706,14.8875268699018,14.8875268699018,1.2944315269216204e-05,1150120.8492122318,3182,41
product_0p063,5,hexc_00002,3,30974597,64413,False,68878.94684992878,2.123480173174438,2.123480173174438,1.9422371715622123e-06,1093316.616665536,3676,41
product_0p063,6,hexc_00063,64,604810421,53021,True,66224.90264862319,2.1420864345912927,2.1420864345912927,2.0377749152049087e-06,1051188.9309305267,2571,41
product_0p063,7,hexc_00009,10,178298621,43765,False,50278.67320215499,3.625948703216957,3.6259487032169564,4.543373039781753e-06,798074.177811984,2211,40
product_0p063,8,hexc_00104,105,604432601,22162,True,27353.821663509156,8.953720835599164,8.953720835599166,2.06217770804309e-05,434187.6454525263,1062,41
product_0p063,9,hexc_00024,25,109813367,23159,False,26172.934579880362,8.632103006925288,8.632103006925286,2.0778047940193143e-05,415443.40602984704,1212,41
product_0p063,10,hexc_00183,184,604356173,20686,True,25885.35838353321,10.34327835039494,10.343278350394943,2.5173556665508988e-05,410878.7045005271,1005,40
product_0p063,11,hexc_00020,21,30847123,15789,False,16692.032761696002,6.281871907446504,6.281871907446504,2.3709390930342185e-05,264952.9009793016,891,40
product_0p063,12,hexc_00074,75,113195507,12848,False,14629.81021124212,15.294287511442286,15.294287511442286,6.586142262327108e-05,232219.20970225587,676,41
product_0p063,13,hexc_00048,49,33902159,13400,False,14318.582004373775,4.868706166264111,4.86870616626411,2.1421708405269822e-05,227279.07943450435,756,41
product_0p063,14,hexc_00061,62,113166227,11734,False,13042.434895288801,6.659239168363888,6.659239168363888,3.216669824117494e-05,207022.77611569525,602,40
product_0p063,15,hexc_00089,90,179641471,10782,False,12357.826509149087,15.782038821551296,15.782038821551293,8.045657907736666e-05,196155.9763356998,543,40
product_0p063,16,hexc_00078,79,109546081,10586,False,11960.462670475914,14.29696289203924,14.296962892039241,7.530717556786893e-05,189848.613817078,554,40
product_0p063,17,hexc_00043,44,109588091,10737,False,11788.23435863257,15.650024564874345,15.650024564874343,8.36386109735821e-05,187114.83108940587,546,40
product_0p063,18,hexc_00008,9,12883477,11482,False,11346.46956830392,3.4598590865423064,3.4598590865423064,1.9210479624522343e-05,180102.6915603797,672,39
product_0p063,19,hexc_00027,28,109670797,9994,False,10839.154417983971,17.10438326742069,17.10438326742069,9.941514847870646e-05,172050.0701267297,502,40
product_0p063,20,hexc_00127,128,187449539,9358,False,10772.98475116272,11.353153142896916,11.353153142896915,6.639280241488409e-05,170999.7579549638,472,39
top_eigenvector_alignment,1,hexc_00032,33,1197697,4,False,0.2897842057884488,24.485463076576707,24.48546307657668,0.0625000074574887,391.767362479616,2,5
top_eigenvector_alignment,2,hexc_00231,232,7103387,4,False,0.2897841572291803,31.11053762086766,31.110537620867646,0.0625000011154557,497.7685930500613,2,5
