block_id,p_star,y,h,theta_local_error,theta_local_norm,theta_local_norm_pos,Q_max,D_start_norm,D_end_norm,delta_D_norm,prime_minus_repay_norm,repay_minus_prime_norm,cp_residual_norm,cp_obstruction_norm,canonical_response_norm,k4_sym_all_norm,k4_sym_comp_norm,is_tail,scale_bin,depth_bin,mu_bin
212,338609,338608,1,11.73260132836337,0.0723702431147862,0.0723702431147862,0.0799255305017518,-0.5082604065003059,-0.5295857644538456,-0.021325357953539757,0.07654402512007549,-0.07654402512007549,-0.07992553050175187,0.07992553050175187,0.17232355724498266,0.002233762547246061,0.002233762547246061,False,p<100M,0.50-0.55,>=1.00
1199,354353,354352,1,11.778048870408291,0.0721347053940645,0.0721347053940645,0.0773429809248389,-0.4957357455913206,-0.5166583224743276,-0.020922576883007034,0.07627885051123859,-0.07627885051123859,-0.077342980924839,0.077342980924839,0.17109993464581047,0.0022179012083920297,0.0022179012083920297,False,p<100M,0.50-0.55,0.25-0.50
35,354953,354952,1,11.779740665326448,0.0721259667898836,0.0721259667898836,0.080127585396028,-0.5687954579883777,-0.5897031836336452,-0.020907725645267435,0.07626901476748829,-0.07626901476748829,-0.08012758539602806,0.08012758539602806,0.1710546368815427,0.0022173140312764165,0.0022173140312764165,False,p<100M,0.55-0.60,>=1.00
508,356287,356286,1,11.78349186482108,0.0721065982574651,0.0721065982574651,0.079146666755995,-0.4978697588669434,-0.5187445912316013,-0.02087483236465788,0.07624721511227432,-0.07624721511227432,-0.07914666675599509,0.07914666675599509,0.17095426275379244,0.0022160129209066815,0.0022160129209066815,False,p<100M,0.50-0.55,0.50-1.00
868,359167,359166,1,11.791542740365744,0.0720650640478474,0.0720650640478474,0.0770398696559618,-0.4973738522244754,-0.518178256830106,-0.02080440460563063,0.07620047041302289,-0.07620047041302289,-0.07703986965596182,0.07703986965596182,0.17073913649479444,0.0022132243237586104,0.0022132243237586104,False,p<100M,0.50-0.55,0.25-0.50
267,359207,359206,1,11.791654102970854,0.0720644898643484,0.0720644898643484,0.0800494306768673,-0.5017418414241227,-0.5225452734547593,-0.020803432030636587,0.07619982422513463,-0.07619982422513463,-0.08004943067686728,0.08004943067686728,0.17073616363888158,0.0022131857877957816,0.0022131857877957816,False,p<100M,0.50-0.55,>=1.00
136,359539,359538,1,11.792577934264838,0.0720597269572932,0.0720597269572932,0.0782047695913046,-0.5508318024033914,-0.5716271679279122,-0.0207953655245209,0.07619446406342628,-0.07619446406342628,-0.07820476959130461,0.07820476959130461,0.17071150469735882,0.002212866143628096,0.002212866143628096,False,p<100M,0.50-0.55,0.50-1.00
148,359701,359700,1,11.793028409774374,0.0720574047109464,0.0720574047109464,0.0779234045557953,-0.5974295549340907,-0.618220988189125,-0.020791433255034266,0.07619185063270119,-0.07619185063270119,-0.07792340455579536,0.07792340455579536,0.1706994825247111,0.002212710304928928,0.002212710304928928,False,p<100M,0.50-0.55,0.25-0.50
169,359837,359836,1,11.793406430119706,0.072055456092731,0.072055456092731,0.0800334901917534,-0.5197669825168914,-0.5405551165274881,-0.020788134010596787,0.07618965768838006,-0.07618965768838006,-0.08003349019175345,0.08003349019175345,0.17068939499652264,0.002212579544265546,0.002212579544265546,False,p<100M,0.50-0.55,>=1.00
367,444929,444928,1,12.005669997857035,0.0709775397104111,0.0709775397104111,0.0781852146270972,-0.5006186369883269,-0.5196317551849978,-0.01901311819667086,0.07497789517912591,-0.07497789517912591,-0.07818521462709724,0.07818521462709724,0.16516327008448037,0.002140946558867185,0.002140946558867185,False,p<100M,0.50-0.55,>=1.00
