block_id,p_star,y,hi,h,prime_log_sum,theta_local_error,theta_local_sum_from_sieve,prime_log_sum_check_delta,theta_local_norm,theta_start_error,theta_end_error,theta_end_norm,theta_pstar_error,theta_pstar_norm,theta_start_sign,theta_end_sign,theta_local_sign,theta_crosses_sign,Q_max,near_forbidden_proxy,post_Q,cp_ratio,d_worst,is_tail,scale_bin,depth_bin,mu_bin
935,177978791,177978790,177978791,1,18.99717494947184,17.99717494947184,18.997174948453903,1.0179377341046347e-09,0.04986849869961837,-7324.728478133678,-7306.7313031852245,-0.0015176127489832175,-7306.7313031852245,-0.0015176127489832175,negative,negative,positive,False,0.0526763305513066,False,0.0,0.0526763305513067,0.5015467776280316,False,100M<=p<500M,0.50-0.55,0.50-1.00
936,39649187,39649186,39649187,1,17.495581001421293,16.495581001421293,17.49558100104332,3.779732082875853e-10,0.05389033435087925,-3564.7258293554187,-3548.2302483543754,-0.0018409326996471876,-3548.2302483543754,-0.0018409326996471876,negative,negative,positive,False,0.0585131648548839,False,0.0,0.0585131648548839,0.5015456785686643,False,p<100M,0.50-0.55,>=1.00
937,604698079,604698078,604698079,1,20.22023984845652,19.22023984845652,20.220239877700806,-2.924428699202508e-08,0.04700956119150606,-13246.690651416779,-13227.470411539078,-0.0013156334250583005,-13227.470411539078,-0.0013156334250583005,negative,negative,positive,False,0.0500423855703042,False,0.0,0.0500423855703042,0.5015410689369416,True,p>=500M,0.50-0.55,>=1.00
938,39693569,39693568,39693569,1,17.496699742611202,16.496699742611202,17.49669974297285,-3.61648488933497e-10,0.05388709747231004,-3541.525132961571,-3525.0284332185984,-0.0018276383879129545,-3525.0284332185984,-0.0018276383879129545,negative,negative,positive,False,0.0571426503152974,False,0.0,0.0571426503152974,0.5015402454794646,False,p<100M,0.50-0.55,0.50-1.00
939,3269009,3269008,3269009,1,14.999997438838074,13.999997438838074,14.99999743886292,-2.4845903112691303e-11,0.062222232087440085,-1107.2768518403172,-1093.2768544014543,-0.002687445872170142,-1093.2768544014543,-0.002687445872170142,negative,negative,positive,False,0.0682460248436658,False,0.0,0.0682460248436658,0.5015350071750043,False,p<100M,0.50-0.55,>=1.00
940,3277531,3277530,3277531,1,15.002600953003942,14.002600953003942,15.002600952982903,2.1039170405856567e-11,0.06221220533986782,-1078.516518630553,-1064.5139176775701,-0.0026124309732855964,-1064.5139176775701,-0.0026124309732855964,negative,negative,positive,False,0.0659166392050288,False,0.0,0.0659166392050288,0.5015324002423485,False,p<100M,0.50-0.55,0.25-0.50
941,178299293,178299292,178299293,1,18.99897411759836,17.99897411759836,18.99897411465645,2.941913379572725e-09,0.04986403861891435,-7329.262708097696,-7311.26373398304,-0.0015169013485237157,-7311.26373398304,-0.0015169013485237157,negative,negative,positive,False,0.0537060290310206,False,0.0,0.0537060290310206,0.5015281160345701,False,100M<=p<500M,0.50-0.55,>=1.00
942,178037383,178037382,178037383,1,18.99750410305984,17.99750410305984,18.997504115104675,-1.2044836239510914e-08,0.04986768267889268,-7309.933798521757,-7291.936294406652,-0.0015142381054381417,-7291.936294406652,-0.0015142381054381417,negative,negative,positive,False,0.0532726980772996,False,0.0,0.0532726980772996,0.501526404836772,False,100M<=p<500M,0.50-0.55,>=1.00
943,3291163,3291162,3291163,1,15.006751555717493,14.006751555717493,15.00675155594945,-2.319566760888847e-10,0.06219622703035154,-1086.2580964304507,-1072.2513448745012,-0.002624511731444498,-1072.2513448745012,-0.002624511731444498,negative,negative,positive,False,0.0663088578637002,False,0.0,0.0663088578637002,0.501517393526701,False,p<100M,0.50-0.55,0.25-0.50
944,109489841,109489840,109489841,1,18.51134232666114,17.51134232666114,18.511342331767082,-5.105942335603686e-09,0.051102672589545615,-5847.2078762203455,-5829.696533888578,-0.0016258602417140524,-5829.696533888578,-0.0016258602417140524,negative,negative,positive,False,0.0553662236802841,False,0.0,0.0553662236802841,0.5015113041743557,False,100M<=p<500M,0.50-0.55,>=1.00
945,180620701,180620700,180620701,1,19.011909815855688,18.011909815855688,19.011909812688828,3.166860551573336e-09,0.04983199482543204,-7335.0475778877735,-7317.035668075085,-0.0015062599171077088,-7317.035668075085,-0.0015062599171077088,negative,negative,positive,False,0.0532484287553092,False,0.0,0.0532484287553092,0.5015052699796589,False,100M<=p<500M,0.50-0.55,>=1.00
946,109592773,109592772,109592773,1,18.512281990523043,17.512281990523043,18.512281984090805,6.43223785345981e-09,0.051100226792252165,-5816.514323696494,-5799.002041712403,-0.0016163759854591685,-5799.002041712403,-0.0016163759854591685,negative,negative,positive,False,0.053857183474842,False,0.0,0.053857183474842,0.5015020910365788,False,100M<=p<500M,0.50-0.55,0.50-1.00
947,33415721,33415720,33415721,1,17.32453703583054,16.32453703583054,17.32453703507781,7.527312106958561e-10,0.054389817048278784,-3257.8393112644553,-3241.5147742293775,-0.001868311606334957,-3241.5147742293775,-0.001868311606334957,negative,negative,positive,False,0.0578975849812232,False,0.0,0.0578975849812232,0.5015007630953799,False,p<100M,0.50-0.55,0.50-1.00
948,33488537,33488536,33488537,1,17.32671375913419,16.32671375913419,17.326713759452105,-3.179145835474628e-10,0.05438340266844182,-3254.2120785713196,-3237.8853648118675,-0.0018637213467868694,-3237.8853648118675,-0.0018637213467868694,negative,negative,positive,False,0.0578979058425053,False,0.0,0.0578979058425053,0.5014989746635268,False,p<100M,0.50-0.55,0.50-1.00
949,178912931,178912930,178912931,1,19.00240982647052,18.00240982647052,19.00240981578827,1.0682249751425843e-08,0.049855523813930165,-7320.676068693399,-7302.673658877611,-0.0015119717175787967,-7302.673658877611,-0.0015119717175787967,negative,negative,positive,False,0.0530418844504978,False,0.0,0.0530418844504978,0.5014941744026767,False,100M<=p<500M,0.50-0.55,0.50-1.00
950,604715537,604715536,604715537,1,20.22026871864579,19.22026871864579,20.220268726348877,-7.703086168930895e-09,0.04700949756409884,-13234.391152977943,-13215.170884251595,-0.0013143873600767963,-13215.170884251595,-0.0013143873600767963,negative,negative,positive,False,0.050292038029149,False,0.0,0.050292038029149,0.5014889937836874,True,p>=500M,0.50-0.55,>=1.00
951,179378933,179378932,179378933,1,19.00501107037019,18.00501107037019,19.005011081695557,-1.1325365534275988e-08,0.049849079012164815,-7313.578804790974,-7295.573793709278,-0.0015081254978890327,-7295.573793709278,-0.0015081254978890327,negative,negative,positive,False,0.0528374174512601,False,0.0,0.0528374174512601,0.5014849171214679,False,100M<=p<500M,0.50-0.55,0.50-1.00
952,31034411,31034410,31034411,1,17.250607179077214,16.250607179077214,17.250607177615166,1.4620482602367701e-09,0.054608572102168386,-3204.2112774066627,-3187.9606702290475,-0.0019230139275018285,-3187.9606702290475,-0.0019230139275018285,negative,negative,positive,False,0.0595614854614243,False,0.0,0.0595614854614243,0.5014837074597362,False,p<100M,0.50-0.55,>=1.00
953,39646561,39646560,39646561,1,17.495514768361712,16.495514768361712,17.495514765381813,2.9798989942264598e-09,0.05389052599659369,-3545.5621865540743,-3529.0666717886925,-0.0018310645381983447,-3529.0666717886925,-0.0018310645381983447,negative,negative,positive,False,0.058083894710532,False,0.0,0.058083894710532,0.5014836212996899,False,p<100M,0.50-0.55,>=1.00
954,178037701,178037700,178037701,1,18.99750588919997,17.99750588919997,18.99750590324402,-1.4044047702554963e-08,0.04986767825085806,-7323.9737193882465,-7305.9762134850025,-0.0015171519844564413,-7305.9762134850025,-0.0015171519844564413,negative,negative,positive,False,0.0531012747989439,False,0.0,0.0531012747989439,0.5014746098529559,False,100M<=p<500M,0.50-0.55,0.50-1.00
955,604170577,604170576,604170577,1,20.21936712827992,19.21936712827992,20.219367146492004,-1.8212084285096353e-08,0.047011484672564566,-13238.91233074665,-13219.692963600159,-0.001315547297967335,-13219.692963600159,-0.001315547297967335,negative,negative,positive,False,0.0492397505590195,False,0.0,0.0492397505590195,0.5014733859399563,True,p>=500M,0.50-0.55,0.25-0.50
956,109706543,109706542,109706543,1,18.51331956795176,17.51331956795176,18.513319566845894,1.1058673976549471e-09,0.05109752641230426,-5880.897271081805,-5863.383951514959,-0.0016332906405920119,-5863.383951514959,-0.0016332906405920119,negative,negative,positive,False,0.0555431705366381,False,0.0,0.0555431705366381,0.5014636350067572,False,100M<=p<500M,0.50-0.55,>=1.00
957,18001723,18001722,18001723,1,16.70597803350158,15.70597803350158,16.70597803220153,1.300051621910825e-09,0.05627573471112629,-2427.053709361702,-2411.3477313295007,-0.002036380799054293,-2411.3477313295007,-0.002036380799054293,negative,negative,positive,False,0.0603358846572112,False,0.0,0.0603358846572112,0.5014628753522127,False,p<100M,0.50-0.55,0.50-1.00
958,187422899,187422898,187422899,1,19.048878113473307,18.048878113473307,19.048878103494644,9.978663229048834e-09,0.04974064427451583,-7472.341163128614,-7454.29228502512,-0.0015005700917009523,-7454.29228502512,-0.0015005700917009523,negative,negative,positive,False,0.0523554099310386,False,0.0,0.0523554099310386,0.5014526438770073,False,100M<=p<500M,0.50-0.55,0.50-1.00
959,108582037,108582036,108582037,1,18.50301654662663,17.50301654662663,18.5030165463686,2.580300417776016e-10,0.051124353480101574,-5765.449247807264,-5747.946231260896,-0.0016111969464087264,-5747.946231260896,-0.0016111969464087264,negative,negative,positive,False,0.0549312559663093,False,0.0,0.0549312559663093,0.5014522337613267,False,100M<=p<500M,0.50-0.55,>=1.00
960,1197767,1197766,1197767,1,13.99596954792371,12.99596954792371,13.995969547890127,3.3583802405701135e-11,0.06634416114862501,-684.0249663989525,-671.0289968510624,-0.0031300345974053607,-671.0289968510624,-0.0031300345974053607,negative,negative,positive,False,0.0705694820952203,False,0.0,0.0705694820952203,0.5014421610178923,False,p<100M,0.50-0.55,0.25-0.50
961,604811017,604811016,604811017,1,20.22042659860284,19.22042659860284,20.220426559448242,3.915459956260747e-08,0.04700914961332725,-13254.13404238224,-13234.913615822792,-0.0013162265189122706,-13234.913615822792,-0.0013162265189122706,negative,negative,positive,False,0.0501190700615863,False,0.0,0.0501190700615863,0.5014447325781145,True,p>=500M,0.50-0.55,>=1.00
962,109773067,109773066,109773067,1,18.51392576551186,17.51392576551186,18.51392576098442,4.527439756429885e-09,0.051095948865267936,-5811.392159089446,-5793.878233328462,-0.0016133345276639495,-5793.878233328462,-0.0016133345276639495,negative,negative,positive,False,0.05489917504497,False,0.0,0.05489917504497,0.5014388980132131,False,100M<=p<500M,0.50-0.55,>=1.00
963,179667317,179667316,179667317,1,19.00661745986466,18.00661745986466,19.006617456674576,3.190084640891655e-09,0.04984509987559498,-7322.343084037304,-7304.336466580629,-0.0015084695963950773,-7304.336466580629,-0.0015084695963950773,negative,negative,positive,False,0.0531647891908394,False,0.0,0.0531647891908394,0.5014331222180757,False,100M<=p<500M,0.50-0.55,>=1.00
964,1198187,1198186,1198187,1,13.99632013896536,12.99632013896536,13.996320138918236,4.7124970592449245e-11,0.06634262717733681,-698.1366020073183,-685.1402818684,-0.0031951368585767617,-685.1402818684,-0.0031951368585767617,negative,negative,positive,False,0.0725736917080832,False,0.0,0.0725736917080832,0.5014240398521836,False,p<100M,0.50-0.55,>=1.00
965,12772481,12772480,12772481,1,16.36280349261503,15.36280349261503,16.362803492695093,-8.006395546544809e-11,0.057379273590917976,-2062.9507205449045,-2047.5879170522094,-0.0021398803750570577,-2047.5879170522094,-0.0021398803750570577,negative,negative,positive,False,0.0615028587662349,False,0.0,0.0615028587662349,0.5014278856916993,False,p<100M,0.50-0.55,0.50-1.00
966,179394643,179394642,179394643,1,19.00509864649653,18.00509864649653,19.00509864091873,5.577799555567253e-09,0.04984886206379742,-7325.402817964554,-7307.397719323635,-0.0015104896503008694,-7307.397719323635,-0.0015104896503008694,negative,negative,positive,False,0.0535599774174267,False,0.0,0.0535599774174267,0.5014244778263368,False,100M<=p<500M,0.50-0.55,>=1.00
967,12772691,12772690,12772691,1,16.362819934078022,15.362819934078022,16.362819934263825,-1.858033726875874e-10,0.057379219688763104,-2076.5970001835376,-2061.234180249274,-0.0021541196889573126,-2061.234180249274,-0.0021541196889573126,negative,negative,positive,False,0.0621562171320395,False,0.0,0.0621562171320395,0.5014212612598329,False,p<100M,0.50-0.55,>=1.00
968,7055803,7055802,7055803,1,15.769360956777874,14.769360956777874,15.769360956735909,4.196465397399152e-11,0.05939276118763973,-1530.9499985110015,-1516.1806375542656,-0.0022953532629536562,-1516.1806375542656,-0.0022953532629536562,negative,negative,positive,False,0.0640608430714085,False,0.0,0.0640608430714085,0.5014101559525698,False,p<100M,0.50-0.55,0.50-1.00
969,30848669,30848668,30848669,1,17.24460416313858,16.24460416313858,17.244604162871838,2.667412957180204e-10,0.05462641168590482,-3132.584036991,-3116.3394328281283,-0.0018867748556467628,-3116.3394328281283,-0.0018867748556467628,negative,negative,positive,False,0.0582469097724379,False,0.0,0.0582469097724379,0.5014064229128528,False,p<100M,0.50-0.55,0.50-1.00
970,33478231,33478230,33478231,1,17.326405964674663,16.326405964674663,17.326405964791775,-1.171116537079797e-10,0.05438430958734423,-3257.5179185569286,-3241.191512592137,-0.0018659777908348154,-3241.191512592137,-0.0018659777908348154,negative,negative,positive,False,0.0580317043722804,False,0.0,0.0580317043722804,0.5013996545598389,False,p<100M,0.50-0.55,0.50-1.00
971,39651991,39651990,39651991,1,17.495651719160218,16.495651719160218,17.495651721954346,-2.7941275959619816e-09,0.05389012973021934,-3551.931862398982,-3535.4362106770277,-0.0018342150678215487,-3535.4362106770277,-0.0018342150678215487,negative,negative,positive,False,0.0576970160239945,False,0.0,0.0576970160239945,0.5013950909723318,False,p<100M,0.50-0.55,0.50-1.00
972,1186033,1186032,1186033,1,13.986124682773283,12.986124682773283,13.98612468270585,6.743405833731231e-11,0.06638726501907018,-688.5030815452337,-675.5169568625279,-0.0031709768951299205,-675.5169568625279,-0.0031709768951299205,negative,negative,positive,False,0.0726904701419275,False,0.0,0.0726904701419275,0.5013664678322914,False,p<100M,0.50-0.55,>=1.00
973,179471339,179471338,179471339,1,19.0055260818346,18.0055260818346,19.00552609562874,-1.3794139164247099e-08,0.049847803224618625,-7315.958352953196,-7297.952826857567,-0.0015081471201567802,-7297.952826857567,-0.0015081471201567802,negative,negative,positive,False,0.0533847122027223,False,0.0,0.0533847122027223,0.5013722415542533,False,100M<=p<500M,0.50-0.55,>=1.00
974,30364123,30364122,30364123,1,17.22877230496028,16.22877230496028,17.228772304952145,8.135714324453147e-12,0.054673516042089886,-3110.7391248606145,-3094.5103525556624,-0.0018919206004659984,-3094.5103525556624,-0.0018919206004659984,negative,negative,positive,False,0.0580150846827492,False,0.0,0.0580150846827492,0.501359749685227,False,p<100M,0.50-0.55,0.50-1.00
975,17642869,17642868,17642869,1,16.685842237041545,15.685842237041545,16.685842238366604,-1.3250591734959016e-09,0.05633931685114397,-2386.7953507862985,-2371.109508547932,-0.0020275461177406036,-2371.109508547932,-0.0020275461177406036,negative,negative,positive,False,0.0601273708835792,False,0.0,0.0601273708835792,0.5013554073038399,False,p<100M,0.50-0.55,0.50-1.00
976,604830077,604830076,604830077,1,20.220458112082497,19.220458112082497,20.220458149909973,-3.782747626246419e-08,0.04700908016155706,-13266.477478981018,-13247.257020831108,-0.0013174292188923118,-13247.257020831108,-0.0013174292188923118,negative,negative,positive,False,0.0493076414475111,False,0.0,0.0493076414475111,0.5013516424578481,True,p>=500M,0.50-0.55,0.50-1.00
977,7108573,7108572,7108573,1,15.776812078400951,14.776812078400951,15.776812078431249,-3.029754225281067e-11,0.059366609309001575,-1539.8301606643945,-1525.0533485859632,-0.002298028006534109,-1525.0533485859632,-0.002298028006534109,negative,negative,positive,False,0.0629207767537194,False,0.0,0.0629207767537194,0.5013500894760069,False,p<100M,0.50-0.55,0.25-0.50
978,604872287,604872286,604872287,1,20.22052789784348,19.22052789784348,20.22052788734436,1.0499118019424714e-08,0.04700892636319081,-13296.529017806053,-13277.308489918709,-0.0013203626275087913,-13277.308489918709,-0.0013203626275087913,negative,negative,positive,False,0.0506320408823422,False,0.0,0.0506320408823421,0.5013215032043029,True,p>=500M,0.50-0.55,>=1.00
979,1516871,1516870,1516871,1,14.232160218459114,13.232160218459114,14.232160218525678,-6.656364348600619e-11,0.06532645665594818,-775.0139987489674,-761.7818385304417,-0.003053617543029038,-761.7818385304417,-0.003053617543029038,negative,negative,positive,False,0.0706981135254867,False,0.0,0.0706981135254867,0.5013120386255285,False,p<100M,0.50-0.55,0.50-1.00
