block_id,p_star,y,hi,h,prime_log_sum,theta_local_error,theta_local_sum_from_sieve,prime_log_sum_check_delta,theta_local_norm,theta_start_error,theta_end_error,theta_end_norm,theta_pstar_error,theta_pstar_norm,theta_start_sign,theta_end_sign,theta_local_sign,theta_crosses_sign,Q_max,near_forbidden_proxy,post_Q,cp_ratio,d_worst,is_tail,scale_bin,depth_bin,mu_bin
858,179382757,179382756,179382757,1,19.005032388142443,18.005032388142443,19.005032390356064,-2.2136212862733373e-09,0.049849026202440805,-7317.569461017847,-7299.564428627491,-0.0015089309646926182,-7299.564428627491,-0.0015089309646926182,negative,negative,positive,False,0.0535747962963188,False,0.0,0.0535747962963188,0.5019590944435205,False,100M<=p<500M,0.50-0.55,>=1.00
859,1509019,1509018,1509019,1,14.226970328790664,13.226970328790664,14.226970328716561,7.410250191242085e-11,0.06534848562943321,-763.4996178802103,-750.2726475514937,-0.0030174974258143725,-750.2726475514937,-0.0030174974258143725,negative,negative,positive,False,0.0709615737150018,False,0.0,0.0709615737150018,0.5019522389659216,False,p<100M,0.50-0.55,0.50-1.00
860,7102489,7102488,7102489,1,15.77595584395884,14.77595584395884,15.775955843739212,2.1962875962344697e-10,0.059369613347746715,-1545.5100972661749,-1530.7341414224356,-0.0023078263083462706,-1530.7341414224356,-0.0023078263083462706,negative,negative,positive,False,0.0636864195243564,False,0.0,0.0636864195243564,0.5019404845960752,False,p<100M,0.50-0.55,0.50-1.00
861,30402013,30402012,30402013,1,17.23001938128946,16.23001938128946,17.230019383132458,-1.8429986425871903e-09,0.05466980269483316,-3113.282522916794,-3097.0525035336614,-0.0018920206224854476,-3097.0525035336614,-0.0018920206224854476,negative,negative,positive,False,0.0584739115607995,False,0.0,0.0584739115607995,0.5019362998613011,False,p<100M,0.50-0.55,0.50-1.00
862,39641179,39641178,39641179,1,17.495379009667914,16.495379009667914,17.495379008352757,1.3151577604730846e-09,0.05389091881934758,-3534.665053240955,-3518.169674232602,-0.0018255628485555632,-3518.169674232602,-0.0018255628485555632,negative,negative,positive,False,0.0577647807069204,False,0.0,0.0577647807069204,0.5019309837109642,False,p<100M,0.50-0.55,>=1.00
863,109726417,109726416,109726417,1,18.513500707558627,17.513500707558627,18.513500705361366,2.197261039782461e-09,0.0510970550108466,-5815.955017268658,-5798.441516563296,-0.0016150225408673518,-5798.441516563296,-0.0016150225408673518,negative,negative,positive,False,0.0547346133640878,False,0.0,0.0547346133640878,0.5019256745941104,False,100M<=p<500M,0.50-0.55,>=1.00
864,12830303,12830302,12830303,1,16.367320352836725,15.367320352836725,16.36732035316527,-3.285443028744339e-10,0.05736446917758749,-2067.1654238067567,-2051.7981034535915,-0.0021382624137574902,-2051.7981034535915,-0.0021382624137574902,negative,negative,positive,False,0.061618925562123,False,0.0,0.061618925562123,0.501914878895295,False,p<100M,0.50-0.55,0.50-1.00
865,33864067,33864066,33864067,1,17.337865039683184,16.337865039683184,17.33786503970623,-2.304645363437885e-11,0.05435056562907844,-3279.50695604831,-3263.1690910086036,-0.0018654292629848113,-3263.1690910086036,-0.0018654292629848113,negative,negative,positive,False,0.0578379832097438,False,0.0,0.0578379832097438,0.5019093323876754,False,p<100M,0.50-0.55,0.50-1.00
866,31025143,31025142,31025143,1,17.250308498230464,16.250308498230464,17.250308498740196,-5.097327004932595e-10,0.05460945943873271,-3199.7079326324165,-3183.4576241336763,-0.0019206509472304322,-3183.4576241336763,-0.0019206509472304322,negative,negative,positive,False,0.0595441933396197,False,0.0,0.0595441933396197,0.5019042848400713,False,p<100M,0.50-0.55,>=1.00
867,30801877,30801876,30801877,1,17.243086187645382,16.243086187645382,17.2430861890316,-1.3862191394764523e-09,0.054630924598741165,-3157.613919220865,-3141.370833031833,-0.0019037092406846696,-3141.370833031833,-0.0019037092406846696,negative,negative,positive,False,0.0578221710482515,False,0.0,0.0578221710482515,0.5018945601204842,False,p<100M,0.50-0.55,0.50-1.00
868,359167,359166,359167,1,12.791542740365744,11.791542740365744,12.791542740364093,1.6502355038028327e-12,0.07206506404784746,-385.77508364990354,-373.98354090953944,-0.0038138044670236976,-373.98354090953944,-0.0038138044670236976,negative,negative,positive,False,0.0770398696559618,False,0.0,0.0770398696559618,0.5018825207249691,False,p<100M,0.50-0.55,0.25-0.50
869,33388841,33388840,33388841,1,17.323732300326082,16.323732300326082,17.323732301592827,-1.2667449311720702e-09,0.05439218882864475,-3264.9053776413202,-3248.5816453397274,-0.0018733123060872766,-3248.5816453397274,-0.0018733123060872766,negative,negative,positive,False,0.0589455636856937,False,0.0,0.0589455636856937,0.5018913821754896,False,p<100M,0.50-0.55,>=1.00
870,604866473,604866472,604866473,1,20.220518285850886,19.220518285850886,20.220518231391907,5.445897954814427e-08,0.04700894754666118,-13245.378025054932,-13226.15750682354,-0.001315283487044469,-13226.15750682354,-0.001315283487044469,negative,negative,positive,False,0.0491519986144946,False,0.0,0.0491519986144945,0.5018732707801632,True,p>=500M,0.50-0.55,0.25-0.50
871,33921259,33921258,33921259,1,17.33955248494445,16.33955248494445,17.339552484452724,4.917239948554197e-10,0.054345600069001604,-3305.786265000701,-3289.446712516248,-0.0018784995906161938,-3289.446712516248,-0.0018784995906161938,negative,negative,positive,False,0.0589072212043223,False,0.0,0.0589072212043223,0.5018654902723987,False,p<100M,0.50-0.55,>=1.00
872,604685567,604685566,604685567,1,20.22021915692486,19.22021915692486,20.220219135284424,2.1640435221570442e-08,0.04700960679396292,-13251.012771129608,-13231.792551994324,-0.0013160796239564208,-13231.792551994324,-0.0013160796239564208,negative,negative,positive,False,0.0499192156985863,False,0.0,0.0499192156985863,0.5018560490010053,True,p>=500M,0.50-0.55,>=1.00
873,30649621,30649620,30649621,1,17.238130854854056,16.238130854854056,17.23813085630536,-1.4513048540720774e-09,0.054645661879934956,-3153.337114647031,-3137.0989837907255,-0.0019069325043505187,-3137.0989837907255,-0.0019069325043505187,negative,negative,positive,False,0.0590986334793916,False,0.0,0.0590986334793916,0.5018529910978943,False,p<100M,0.50-0.55,>=1.00
874,40884703,40884702,40884703,1,17.526266541273976,16.526266541273976,17.526266537606716,3.6672602732323867e-09,0.053801691329638655,-3625.4125837385654,-3608.8863172009587,-0.0018374433303080715,-3608.8863172009587,-0.0018374433303080715,negative,negative,positive,False,0.0579413878612287,False,0.0,0.0579413878612287,0.5018511308164824,False,p<100M,0.50-0.55,>=1.00
875,39693497,39693496,39693497,1,17.496697928713708,16.496697928713708,17.496697925031185,3.6825227311965136e-09,0.05388710272018628,-3539.5119263902307,-3523.0152284651995,-0.0018265966273527878,-3523.0152284651995,-0.0018265966273527878,negative,negative,positive,False,0.0577138689826572,False,0.0,0.0577138689826572,0.501847919159708,False,p<100M,0.50-0.55,0.50-1.00
876,108532477,108532476,108532477,1,18.502560013344283,17.502560013344283,18.502560019493103,-6.1488201197335e-09,0.05112554285353601,-5755.914596706629,-5738.412036687136,-0.0016089710438234367,-5738.412036687136,-0.0016089710438234367,negative,negative,positive,False,0.0539817996673655,False,0.0,0.0539817996673655,0.5018469792164634,False,100M<=p<500M,0.50-0.55,0.50-1.00
877,30341053,30341052,30341053,1,17.228012237940277,16.228012237940277,17.22801223769784,2.424371814413462e-10,0.054675779496175636,-3126.786328729242,-3110.5583164915442,-0.0019026227270420744,-3110.5583164915442,-0.0019026227270420744,negative,negative,positive,False,0.0589348047105401,False,0.0,0.0589348047105401,0.5018462407401496,False,p<100M,0.50-0.55,>=1.00
878,180627001,180627000,180627001,1,19.0119446949703,18.0119446949703,19.01194468140602,1.3564278589228707e-08,0.04983190847976729,-7361.111410140991,-7343.099465459585,-0.0015115934130546704,-7343.099465459585,-0.0015115934130546704,negative,negative,positive,False,0.0533332629001659,False,0.0,0.0533332629001659,0.5018462196155887,False,100M<=p<500M,0.50-0.55,>=1.00
879,30781943,30781942,30781943,1,17.24243880978879,16.24243880978879,17.242438808083534,1.705256380546416e-09,0.05463284946688241,-3139.005601719022,-3122.7631629109383,-0.0018931875768821867,-3122.7631629109383,-0.0018931875768821867,negative,negative,positive,False,0.058586881232034,False,0.0,0.058586881232034,0.5018452424605926,False,p<100M,0.50-0.55,0.50-1.00
880,18002111,18002110,18002111,1,16.705999586761717,15.705999586761717,16.705999586731195,3.0521363214575103e-11,0.05627566672964189,-2447.5219612009823,-2431.815961614251,-0.002053638768997272,-2431.815961614251,-0.002053638768997272,negative,negative,positive,False,0.0611464846554823,False,0.0,0.0611464846554823,0.5018422952617808,False,p<100M,0.50-0.55,>=1.00
881,179149097,179149096,179149097,1,19.00372896123365,18.00372896123365,19.003728955984116,5.2495359170734446e-09,0.04985225533845683,-7316.475332736969,-7298.471603780985,-0.0015098957250458099,-7298.471603780985,-0.0015098957250458099,negative,negative,positive,False,0.0523875652398403,False,0.0,0.0523875652398403,0.5018247516073068,False,100M<=p<500M,0.50-0.55,0.25-0.50
882,178894493,178894492,178894493,1,19.002306765445063,18.002306765445063,19.002306759357452,6.087610415761446e-09,0.049855779190538914,-7314.963388413191,-7296.961081653833,-0.0015108832075970747,-7296.961081653833,-0.0015108832075970747,negative,negative,positive,False,0.0529924606807178,False,0.0,0.0529924606807178,0.5018152015509254,False,100M<=p<500M,0.50-0.55,0.50-1.00
883,180640973,180640972,180640973,1,19.012022044755017,18.012022044755017,19.01202204823494,-3.4799221282355575e-09,0.049831716996080126,-7378.316167861223,-7360.304145812988,-0.0015150641102990212,-7360.304145812988,-0.0015150641102990212,negative,negative,positive,False,0.0538739677253463,False,0.0,0.0538739677253463,0.5018129463392321,False,100M<=p<500M,0.50-0.55,>=1.00
884,179412253,179412252,179412253,1,19.00519680514516,18.00519680514516,19.005196809768677,-4.623515792445687e-09,0.04984861890206399,-7317.630717486143,-7299.625520676374,-0.001508793444488961,-7299.625520676374,-0.001508793444488961,negative,negative,positive,False,0.0527759043101292,False,0.0,0.0527759043101292,0.5018023694818144,False,100M<=p<500M,0.50-0.55,0.50-1.00
885,17998069,17998068,17998069,1,16.70577503232799,15.705775032327988,16.705775033682585,-1.354596435021449e-09,0.05627637500841376,-2431.6416675150394,-2415.935892481357,-0.002040512184192062,-2415.935892481357,-0.002040512184192062,negative,negative,positive,False,0.0605791328840376,False,0.0,0.0605791328840376,0.5017908917098993,False,p<100M,0.50-0.55,>=1.00
886,59183,59182,59183,1,10.988389617470986,9.988389617470986,10.988389617472421,-1.4352963262354024e-12,0.08272320929411249,-179.03632688848302,-169.0479372710106,-0.005754972969705765,-169.0479372710106,-0.005754972969705765,negative,negative,positive,False,0.0905353629639327,False,0.0,0.0905353629639327,0.5017078376188215,False,p<100M,0.50-0.55,0.50-1.00
887,7113299,7113298,7113299,1,15.77747668854144,14.77747668854144,15.777476688846946,-3.055049546674127e-10,0.059364277779186764,-1595.7990788342431,-1581.0216021453962,-0.0023813716411812116,-1581.0216021453962,-0.0023813716411812116,negative,negative,positive,False,0.0652555822922497,False,0.0,0.0652555822922497,0.5017717031303854,False,p<100M,0.50-0.55,>=1.00
888,109814219,109814218,109814219,1,18.51430057774468,17.51430057774468,18.51430058479309,-7.048409855769933e-09,0.05109497351575652,-5806.527474910021,-5789.013174325228,-0.001611612506478676,-5789.013174325228,-0.001611612506478676,negative,negative,positive,False,0.0543812614326261,False,0.0,0.0543812614326262,0.5017732380981252,False,100M<=p<500M,0.50-0.55,0.50-1.00
889,33868033,33868032,33868033,1,17.337982148114918,16.337982148114918,17.337982147932053,1.8286527847521938e-10,0.05435022099082482,-3275.1224228292704,-3258.7844406813383,-0.0018627884824469212,-3258.7844406813383,-0.0018627884824469212,negative,negative,positive,False,0.0580902158457348,False,0.0,0.0580902158457348,0.5017677143120173,False,p<100M,0.50-0.55,0.50-1.00
890,7102801,7102800,7102801,1,15.775999771256355,14.775999771256355,15.775999771431088,-1.7473311686444504e-10,0.05936945922453164,-1557.7665180740878,-1542.9905183026567,-0.0023262407067119314,-1542.9905183026567,-0.0023262407067119314,negative,negative,positive,False,0.064466073133591,False,0.0,0.064466073133591,0.5017383357402421,False,p<100M,0.50-0.55,>=1.00
891,30642761,30642760,30642761,1,17.237907009742973,16.237907009742973,17.237907011061907,-1.3189342951136496e-09,0.05464632778767419,-3136.8320441916585,-3120.5941371805966,-0.0018971613751282708,-3120.5941371805966,-0.0018971613751282708,negative,negative,positive,False,0.0578939114446271,False,0.0,0.0578939114446271,0.5017378697294369,False,p<100M,0.50-0.55,0.50-1.00
892,30776287,30776286,30776287,1,17.24225504881919,16.24225504881919,17.24225504696369,1.8554970893092104e-09,0.054633395873535245,-3155.73690687865,-3139.4946518316865,-0.0019035465693557196,-3139.4946518316865,-0.0019035465693557196,negative,negative,positive,False,0.0591546579044083,False,0.0,0.0591546579044083,0.5017365768431035,False,p<100M,0.50-0.55,>=1.00
893,179662079,179662078,179662079,1,19.00658830555633,18.00658830555633,19.00658831000328,-4.446949475322981e-09,0.04984517208716885,-7330.165502995253,-7312.158914685249,-0.001510111710478102,-7312.158914685249,-0.001510111710478102,negative,negative,positive,False,0.0534604288438405,False,0.0,0.0534604288438405,0.5017349307834402,False,100M<=p<500M,0.50-0.55,>=1.00
894,33844361,33844360,33844361,1,17.337282955557516,16.337282955557516,17.337282955646515,-8.899903036763135e-11,0.054352278708285205,-3286.334234625101,-3269.9969516694546,-0.001870002185025712,-3269.9969516694546,-0.001870002185025712,negative,negative,positive,False,0.0585939985010802,False,0.0,0.0585939985010802,0.5017345286753354,False,p<100M,0.50-0.55,>=1.00
895,604814921,604814920,604814921,1,20.220433053490883,19.220433053490883,20.220432996749878,5.674100478358923e-08,0.047009135387544164,-13235.370679616928,-13216.150246620178,-0.001314355400315627,-13216.150246620178,-0.001314355400315627,negative,negative,positive,False,0.0492165780619318,False,0.0,0.0492165780619318,0.5017327378329784,True,p>=500M,0.50-0.55,0.25-0.50
896,18002051,18002050,18002051,1,16.70599625381371,15.705996253813709,16.70599625259638,1.217330236613634e-09,0.05627567724213613,-2437.639950517565,-2421.9339542649686,-0.002045297759459905,-2421.9339542649686,-0.002045297759459905,negative,negative,positive,False,0.060904601565583,False,0.0,0.060904601565583,0.5017321786730115,False,p<100M,0.50-0.55,>=1.00
897,3437477,3437476,3437477,1,15.05024833002549,14.05024833002549,15.050248329993337,3.2152058793144533e-11,0.06202926976047966,-1095.2559616980143,-1081.205713368021,-0.002574548631097217,-1081.205713368021,-0.002574548631097217,negative,negative,positive,False,0.0654695768526705,False,0.0,0.0654695768526705,0.5017296329941268,False,p<100M,0.50-0.55,0.10-0.25
898,178011803,178011802,178011803,1,18.99736041504677,17.99736041504677,18.997360408306122,6.740648927916482e-09,0.04986803889958601,-7319.476791769266,-7301.47943136096,-0.001516351699258002,-7301.47943136096,-0.001516351699258002,negative,negative,positive,False,0.0534994171955925,False,0.0,0.0534994171955925,0.501728163154813,False,100M<=p<500M,0.50-0.55,>=1.00
899,40864177,40864176,40864177,1,17.5257643692459,16.5257643692459,17.525764368474483,7.71414931932668e-10,0.05380313964441391,-3622.374831430614,-3605.8490670621395,-0.0018364631952662224,-3605.8490670621395,-0.0018364631952662224,negative,negative,positive,False,0.0577574596493002,False,0.0,0.0577574596493002,0.5017205969433427,False,p<100M,0.50-0.55,>=1.00
900,1197739,1197738,1197739,1,13.995946170816742,12.995946170816742,13.995946170762181,5.456080032217869e-11,0.06634426343500693,-698.0128182698973,-685.0168720991351,-0.0031953294776865455,-685.0168720991351,-0.0031953294776865455,negative,negative,positive,False,0.0724750996658737,False,0.0,0.0724750996658737,0.5016982068973127,False,p<100M,0.50-0.55,>=1.00
901,112219777,112219776,112219777,1,18.535969801117066,17.535969801117066,18.53596979379654,7.320526407283978e-09,0.051038648108552846,-5869.737435922027,-5852.20146612823,-0.0016078811414265398,-5852.20146612823,-0.0016078811414265398,negative,negative,positive,False,0.0552387382691653,False,0.0,0.0552387382691653,0.5016921849608251,False,100M<=p<500M,0.50-0.55,>=1.00
902,179662261,179662260,179662261,1,19.0065893185687,18.0065893185687,19.006589323282242,-4.713541557066492e-09,0.049845169578060476,-7322.099615752697,-7304.093026429415,-0.00150844501327354,-7304.093026429415,-0.00150844501327354,negative,negative,positive,False,0.0527959244485922,False,0.0,0.0527959244485922,0.501690037327594,False,100M<=p<500M,0.50-0.55,0.50-1.00
903,604435093,604435092,604435093,1,20.21980484921865,19.21980484921865,20.219804883003235,-3.3784584019258546e-08,0.04701051991309607,-13242.285039544106,-13223.065234661102,-0.001315537963903645,-13223.065234661102,-0.001315537963903645,negative,negative,positive,False,0.0491846653022056,False,0.0,0.0491846653022056,0.5016899994119842,True,p>=500M,0.50-0.55,0.25-0.50
904,108532547,108532546,108532547,1,18.50256065831231,17.50256065831231,18.502560660243034,-1.930725801457811e-09,0.05112554117320815,-5751.904356122017,-5734.401795461774,-0.0016078459972770692,-5734.401795461774,-0.0016078459972770692,negative,negative,positive,False,0.0540662185454775,False,0.0,0.0540662185454774,0.5016781386352626,False,100M<=p<500M,0.50-0.55,0.50-1.00
905,179151461,179151460,179151461,1,19.00374215685921,18.00374215685921,19.003742158412933,-1.5537224840045383e-09,0.049852222645259923,-7362.019616812468,-7344.015874654055,-0.0015193057143556886,-7344.015874654055,-0.0015193057143556886,negative,negative,positive,False,0.0532813829057262,False,0.0,0.0532813829057261,0.501665116926292,False,100M<=p<500M,0.50-0.55,>=1.00
906,604712503,604712502,604712503,1,20.22026370139813,19.22026370139813,20.220263719558716,-1.816058414760846e-08,0.04700950862166762,-13233.431085944176,-13214.210822224617,-0.0013142958211374135,-13214.210822224617,-0.0013142958211374135,negative,negative,positive,False,0.0496511704472867,False,0.0,0.0496511704472867,0.5016541959210588,True,p>=500M,0.50-0.55,0.50-1.00
907,108595961,108595960,108595961,1,18.503144773243942,17.503144773243942,18.503144770860672,2.383270469863419e-09,0.05112401943040492,-5756.629745230079,-5739.126600459218,-0.001608599298084061,-5739.126600459218,-0.001608599298084061,negative,negative,positive,False,0.0547479999666079,False,0.0,0.0547479999666079,0.5016505470586988,False,100M<=p<500M,0.50-0.55,>=1.00
908,109527331,109527330,109527331,1,18.511684674249903,17.511684674249903,18.51168467104435,3.2055531562491524e-09,0.05110178148558679,-5795.857704728842,-5778.346020057797,-0.0016112035292599831,-5778.346020057797,-0.0016112035292599831,negative,negative,positive,False,0.0546177716113432,False,0.0,0.0546177716113432,0.5016499290810976,False,100M<=p<500M,0.50-0.55,>=1.00
909,7103477,7103476,7103477,1,15.776094940448528,14.776094940448528,15.77609494049102,-4.249223195529339e-11,0.05936912531685313,-1539.620612617582,-1524.844517677091,-0.0022987463410786835,-1524.844517677091,-0.0022987463410786835,negative,negative,positive,False,0.0625995472242675,False,0.0,0.0625995472242675,0.5016453935651747,False,p<100M,0.50-0.55,0.25-0.50
910,33486917,33486916,33486917,1,17.326665383202304,16.326665383202304,17.32666538283229,3.7001512964707217e-10,0.05438354520652747,-3280.2475194633007,-3263.9208540804684,-0.001878763264035709,-3263.9208540804684,-0.001878763264035709,negative,negative,positive,False,0.0589292298645833,False,0.0,0.0589292298645833,0.5016415423585981,False,p<100M,0.50-0.55,>=1.00
911,179436233,179436232,179436233,1,19.005330454866257,18.005330454866257,19.005330443382263,1.1483994200034431e-08,0.04984828782451518,-7331.992324411869,-7313.986993968487,-0.001511639603493034,-7313.986993968487,-0.001511639603493034,negative,negative,positive,False,0.0536850831213623,False,0.0,0.0536850831213623,0.50163521386373,False,100M<=p<500M,0.50-0.55,>=1.00
912,187510061,187510060,187510061,1,19.04934306060183,18.04934306060183,19.049343049526215,1.1075616868083671e-08,0.04973949749166827,-7484.657066345215,-7466.607723295689,-0.001502626492168539,-7466.607723295689,-0.001502626492168539,negative,negative,positive,False,0.0524473870154861,False,0.0,0.0524473870154861,0.5016307057732924,False,100M<=p<500M,0.50-0.55,0.50-1.00
913,109594997,109594996,109594997,1,18.51230228362608,17.51230228362608,18.51230227947235,4.1537298045568605e-09,0.05110017397506866,-5837.551582604647,-5820.039280325174,-0.001622219751461589,-5820.039280325174,-0.001622219751461589,negative,negative,positive,False,0.054632572985037,False,0.0,0.054632572985037,0.5016290033636086,False,100M<=p<500M,0.50-0.55,>=1.00
914,604814239,604814238,604814239,1,20.220431925872564,19.220431925872564,20.220431923866272,2.0062920214058977e-09,0.047009137872676285,-13240.865383386612,-13221.644951462746,-0.0013149027405697975,-13221.644951462746,-0.0013149027405697975,negative,negative,positive,False,0.0493688680772857,False,0.0,0.0493688680772857,0.5016152170326329,True,p>=500M,0.50-0.55,0.50-1.00
915,179143049,179143048,179143049,1,19.00369520107414,18.00369520107414,19.00369518995285,1.112129055513833e-08,0.04985233898209346,-7330.659399479628,-7312.655704289675,-0.0015128610203861143,-7312.655704289675,-0.0015128610203861143,negative,negative,positive,False,0.0536214877934271,False,0.0,0.0536214877934271,0.5016150758466116,False,100M<=p<500M,0.50-0.55,>=1.00
916,604811353,604811352,604811353,1,20.220427154148123,19.220427154148123,20.22042715549469,-1.3465673021073599e-09,0.04700914838897312,-13266.607213616371,-13247.386786460876,-0.0013174665509159628,-13247.386786460876,-0.0013174665509159628,negative,negative,positive,False,0.0502642768158267,False,0.0,0.0502642768158267,0.5016128906838438,True,p>=500M,0.50-0.55,>=1.00
917,617647,617646,617647,1,13.333672375833435,12.333672375833435,13.333672375883907,-5.0471626877879316e-11,0.06937337899062873,-538.9618529201252,-526.6281805442413,-0.003769071422952109,-526.6281805442413,-0.003769071422952109,negative,negative,positive,False,0.0774150599023891,False,0.0,0.0774150599023891,0.5015882652021046,False,p<100M,0.50-0.55,>=1.00
918,39641051,39641050,39641051,1,17.495375780697184,16.495375780697184,17.495375782251358,-1.554173678641746e-09,0.053890928162562114,-3564.123445622623,-3547.6280698403716,-0.001840852332653355,-3547.6280698403716,-0.001840852332653355,negative,negative,positive,False,0.0584684694230504,False,0.0,0.0584684694230504,0.5016108106223606,False,p<100M,0.50-0.55,>=1.00
919,108548719,108548718,108548719,1,18.502709653205585,17.502709653205585,18.50270965695381,-3.74822661797225e-09,0.0511251530014578,-5752.600770995021,-5735.098061338067,-0.0016078955341926725,-5735.098061338067,-0.0016078955341926725,negative,negative,positive,False,0.0545307991961619,False,0.0,0.0545307991961619,0.5016065784876663,False,100M<=p<500M,0.50-0.55,0.50-1.00
920,33920959,33920958,33920959,1,17.33954364089398,16.33954364089398,17.339543640613556,2.8042279609508114e-10,0.05434562609158777,-3283.2190215066075,-3266.879477865994,-0.0018656223053928462,-3266.879477865994,-0.0018656223053928462,negative,negative,positive,False,0.0581434284620721,False,0.0,0.0581434284620721,0.5016041939535727,False,p<100M,0.50-0.55,0.50-1.00
921,108540463,108540462,108540463,1,18.502633592298928,17.502633592298928,18.502633586525917,5.773010514076304e-09,0.05112535115983285,-5767.295191094279,-5749.792557507753,-0.00161208985272035,-5749.792557507753,-0.00161208985272035,negative,negative,positive,False,0.0549539576212059,False,0.0,0.0549539576212059,0.5015973388411613,False,100M<=p<500M,0.50-0.55,>=1.00
922,30808091,30808090,30808091,1,17.24328790825076,16.24328790825076,17.243287909775972,-1.5252119567321643e-09,0.05463032484436736,-3146.822867754847,-3130.579579845071,-0.0018969338861506654,-3130.579579845071,-0.0018969338861506654,negative,negative,positive,False,0.0588642345773177,False,0.0,0.0588642345773177,0.5015963873141867,False,p<100M,0.50-0.55,>=1.00
923,3291647,3291646,3291647,1,15.006898605381958,14.006898605381958,15.006898605264723,1.1723422232989833e-10,0.0621956610923246,-1120.0535541991703,-1106.0466555939056,-0.0027069792269058604,-1106.0466555939056,-0.0027069792269058604,negative,negative,positive,False,0.0684103219780649,False,0.0,0.0684103219780649,0.5015828318461132,False,p<100M,0.50-0.55,>=1.00
924,109683781,109683780,109683781,1,18.51311206563655,17.51311206563655,18.51311206817627,-2.5397177694230777e-09,0.05109806643126885,-5816.100547686219,-5798.587435618043,-0.0016154448776520773,-5798.587435618043,-0.0016154448776520773,negative,negative,positive,False,0.0551290948259741,False,0.0,0.0551290948259741,0.5015812779740891,False,100M<=p<500M,0.50-0.55,>=1.00
925,109773193,109773100,109773101,1,18.513926075241702,17.513926075241702,18.513926073908806,1.3328964598713355e-09,0.05109594343322034,-5789.850381702185,-5772.336455628276,-0.0016073358086439308,-5845.822528719902,-0.0016277975418585128,negative,negative,positive,False,0.0550956797823624,False,0.0,0.0550956797823624,0.5015774600269248,False,100M<=p<500M,0.50-0.55,>=1.00
926,111004819,111004818,111004819,1,18.525084172748645,17.525084172748645,18.525084167718887,5.029757943475488e-09,0.05106692794701871,-5885.9915377646685,-5868.46645359695,-0.001623055347562627,-5868.46645359695,-0.001623055347562627,negative,negative,positive,False,0.0553538355119092,False,0.0,0.0553538355119091,0.5015747751282682,False,100M<=p<500M,0.50-0.55,>=1.00
927,39639401,39639400,39639401,1,17.495334156312897,16.495334156312897,17.495334155857563,4.553335486434662e-10,0.05389104860542684,-3541.191329188645,-3524.6959950327873,-0.001828999723672132,-3524.6959950327873,-0.001828999723672132,negative,negative,positive,False,0.0580108520218464,False,0.0,0.0580108520218464,0.5015652603377855,False,p<100M,0.50-0.55,>=1.00
928,33489931,33489930,33489931,1,17.32675538445175,16.32675538445175,17.3267553858459,-1.394148796407535e-09,0.05438328002141387,-3262.0733313299716,-3245.7465759441257,-0.0018681983876204504,-3245.7465759441257,-0.0018681983876204504,negative,negative,positive,False,0.0578008375393387,False,0.0,0.0578008375393387,0.5015640465525432,False,p<100M,0.50-0.55,0.50-1.00
929,109769447,109769446,109769447,1,18.513892787844487,17.513892787844487,18.5138927847147,3.129787984335053e-09,0.051096034682684,-5820.118135288358,-5802.604242503643,-0.0016157967273098947,-5802.604242503643,-0.0016157967273098947,negative,negative,positive,False,0.0550907910074587,False,0.0,0.0550907910074587,0.5015639958694716,False,100M<=p<500M,0.50-0.55,>=1.00
930,604143751,604143750,604143751,1,20.219322725926347,19.219322725926347,20.219322681427002,4.449934465355909e-08,0.04701158253984166,-13243.98309648037,-13224.763773798943,-0.0013160869141909898,-13224.763773798943,-0.0013160869141909898,negative,negative,positive,False,0.0499265506780113,False,0.0,0.0499265506780113,0.5015617792342714,True,p>=500M,0.50-0.55,>=1.00
931,40884761,40884760,40884761,1,17.526267959896458,16.526267959896458,17.52626796066761,-7.711520311204367e-10,0.053801687238298326,-3613.3075163066387,-3596.781248345971,-0.0018312785099985941,-3596.781248345971,-0.0018312785099985941,negative,negative,positive,False,0.0572384388419331,False,0.0,0.0572384388419331,0.501557090235523,False,p<100M,0.50-0.55,0.50-1.00
932,108810703,108810702,108810703,1,18.50512026070956,17.50512026070956,18.505120262503624,-1.7940635643753922e-09,0.051118873536929225,-5795.118088930845,-5777.612968668342,-0.001617442364847462,-5777.612968668342,-0.001617442364847462,negative,negative,positive,False,0.0547312475022079,False,0.0,0.0547312475022079,0.5015513054902314,False,100M<=p<500M,0.50-0.55,>=1.00
933,108532727,108532726,108532727,1,18.502562316799608,17.502562316799608,18.502562314271927,2.5276811754793016e-09,0.05112553685237057,-5765.381303057075,-5747.878740742803,-0.001611623118746447,-5747.878740742803,-0.001611623118746447,negative,negative,positive,False,0.0549057081271222,False,0.0,0.0549057081271222,0.5015491053172395,False,100M<=p<500M,0.50-0.55,>=1.00
934,7118443,7118442,7118443,1,15.778199579698969,14.778199579698969,15.778199579566717,1.3225154305018805e-10,0.059361741999596554,-1548.8944222824648,-1534.116222702898,-0.002309674960745456,-1534.116222702898,-0.002309674960745456,negative,negative,positive,False,0.0639860467502799,False,0.0,0.0639860467502799,0.501547249113626,False,p<100M,0.50-0.55,0.50-1.00
