column,primitive_candidate,leaky_excluded,non_null_count,min,max,mean,median,std,corr_with_R_R2Q_rec,corr_with_Q_R2Q,corr_with_E_theta,corr_with_negative_indicator,corr_with_near_forbidden_indicator
Q_exc,True,False,166,0.0014698183580815,0.0205672364492246,0.006318694000692471,0.00572256222387605,0.0028236588942482143,-0.18473281546467935,-0.24026389698406617,0.3201805009551168,-0.43618181529721567,-0.18422740196486506
Q_exc_max,True,False,166,0.0014698183580815,0.0205672364492246,0.006318694000692471,0.00572256222387605,0.0028236588942482143,-0.18473281546467935,-0.24026389698406617,0.3201805009551168,-0.43618181529721567,-0.18422740196486506
Q_exc__prime_mesh_r2q_hexc_bridge_rigidity_rows,True,False,166,0.0014698183580815,0.0205672364492246,0.006318694000692471,0.00572256222387605,0.0028236588942482143,-0.18473281546467935,-0.24026389698406617,0.3201805009551168,-0.43618181529721567,-0.18422740196486506
Q_exc_over_sqrt_V2,True,False,166,0.0711812585078521,0.9960426514166576,0.3060055609064354,0.27713572819751364,0.1367458724299954,-0.1847328154646795,-0.24026389698406633,0.32018050095511646,-0.43618181529721567,-0.1842274019648651
prime_log_sum_check_delta,True,False,1468,-2.387474523857236e-06,1.1814336176030338e-06,-2.425913119795303e-09,2.624567230213871e-13,9.602100751832947e-08,-0.33669203218240595,-0.3860715665458496,0.40628856453408974,-0.07076825262643317,-0.49364012111289746
theta_local_error,True,False,1468,-3089.9881332697114,88.76041429147188,-9.368091605921176,16.495335997911504,138.51157515040848,-0.7494614637561278,-0.9075811164199883,1.0,-0.5775175542256413,-0.6108529234832987
E_theta_local,True,False,1468,-3089.9881332697114,88.76041429147188,-9.368091605921176,16.495335997911504,138.51157515040848,-0.7494614637561278,-0.9075811164199883,1.0,-0.5775175542256413,-0.6108529234832987
E_theta,True,False,1468,-3089.9881332697114,88.76041429147188,-9.368091605921176,16.495335997911504,138.51157515040848,-0.7494614637561278,-0.9075811164199883,1.0,-0.5775175542256413,-0.6108529234832987
E_theta__prime_mesh_r2q_channel_compatibility_rows,True,False,1468,-3089.9881332697114,88.76041429147188,-9.368091605921176,16.495335997911504,138.51157515040848,-0.7494614637561278,-0.9075811164199883,1.0,-0.5775175542256413,-0.6108529234832987
E_theta__prime_mesh_r2q_o2_local_repayment_assembly_rows,True,False,1468,-3089.9881332697114,88.76041429147188,-9.368091605921176,16.495335997911504,138.51157515040848,-0.7494614637561278,-0.9075811164199883,1.0,-0.5775175542256413,-0.6108529234832987
