block_id,p_star,pos_y,pos_h,pos_theta_local_norm,neg_y,neg_h,neg_theta_local_norm,lag,neg_abs_over_pos
1211,109590113,109590112,1,0.051100289965434,,,,,
1212,7103101,7103100,1,0.0593693110362675,,,,,
1213,3241201,3241200,1,0.0622551555483715,,,,,
1214,604810753,604810752,1,0.0470091505753203,,,,,
1215,30386869,30386868,1,0.054671286241943,,,,,
1216,112219519,112219518,1,0.0510386540780064,,,,,
1217,178039549,178039548,1,0.0498676525183007,,,,,
1218,109705303,109705302,1,0.0510975558276089,,,,,
1219,109726283,109726282,1,0.0510970581889454,,,,,
1220,17640167,17640166,1,0.0563398010319484,,,,,
1221,76024139,76024138,1,0.0520700928923235,,,,,
1222,109591463,109591462,1,0.0511002579036456,,,,,
1223,604432651,604432650,1,0.0470105288176012,,,,,
1224,12784633,12784632,1,0.0573761560757795,,,,,
1225,178013449,178013448,1,0.0498680159761074,,,,,
1226,179412329,179412328,1,0.0498486178527005,,,,,
1227,2275549,2275548,1,0.0636494377339767,,,,,
1228,108624221,108624220,1,0.0511233415917771,,,,,
1229,604693459,604693458,1,0.0470095780298889,,,,,
1230,109670843,109670842,1,0.0510983734349528,,,,,
1231,604325339,604325338,1,0.0470109201587705,,,,,
1232,604813789,604813788,1,0.0470091395124279,,,,,
1233,187505431,187505430,1,0.0497395583934429,,,,,
1234,109507157,109507156,1,0.0511022609618652,,,,,
1235,108832939,108832938,1,0.0511183413317084,,,,,
1236,180641081,180641080,1,0.0498317155160234,,,,,
1237,604691159,604691158,1,0.0470095864126861,,,,,
1238,109710067,109710066,1,0.0510974428179054,,,,,
1239,108596263,108596262,1,0.0511240121856671,,,,,
1240,604674857,604674856,1,0.0470096458294942,,,,,
1241,40844981,40844980,1,0.0538044948431526,,,,,
1242,33915443,33915442,1,0.0543461046056518,,,,,
1243,180643423,180643422,1,0.0498316834209586,,,,,
1244,108531719,108531718,1,0.0511255610491626,,,,,
1245,108835757,108835756,1,0.0511182738931333,,,,,
1246,109496897,109496896,1,0.0511025048490282,,,,,
1247,108555593,108555592,1,0.0511249880261545,,,,,
1248,109683107,109683106,1,0.0510980824235196,,,,,
1249,30348053,30348052,1,0.0546750925075182,,,,,
1250,30650057,30650056,1,0.0546456195625194,,,,,
1251,30422963,30422962,1,0.0546677517261495,,,,,
1252,108804461,108804460,1,0.0511190229569621,,,,,
1253,604828963,604828962,1,0.0470090842207394,,,,,
1254,604838293,604838292,1,0.0470090502244282,,,,,
1255,112219651,112219650,1,0.0510386510238655,,,,,
1256,179380469,179380468,1,0.049849057799742,,,,,
1257,30784291,30784290,1,0.0546326226673866,,,,,
1258,178878053,178878052,1,0.0498560069181275,,,,,
1259,33902221,33902220,1,0.0543472519678123,,,,,
1260,108563909,108563908,1,0.0511247884583783,,,,,
1261,30423017,30423016,1,0.0546677464416662,,,,,
1262,604871021,604871020,1,0.0470089309758779,,,,,
1263,178039643,178039642,1,0.0498676512094014,,,,,
1264,108592369,108592368,1,0.0511241056013063,,,,,
1265,109588133,109588132,1,0.0511003369901771,,,,,
1266,40841069,40841068,1,0.0538047711088981,,,,,
1267,604150829,604150828,1,0.0470115567172454,,,,,
1268,109594687,109594686,1,0.0511001813371052,,,,,
1269,604160737,604160736,1,0.0470115205705442,,,,,
1270,109813801,109813800,1,0.051094983420811,,,,,
1271,30982811,30982810,1,0.054613516126674,,,,,
1272,109682933,109682932,1,0.0510980865521004,,,,,
1273,109684063,109684062,1,0.0510980597401812,,,,,
1274,33862223,33862222,1,0.0543507258845843,,,,,
1275,1516681,1516680,1,0.0653269881841982,,,,,
1276,604849313,604849312,1,0.0470090100708958,,,,,
1277,604150787,604150786,1,0.0470115568704726,,,,,
1278,152981,152980,1,0.0767489581859055,,,,,
1279,7048673,7048672,1,0.0593963114457756,,,,,
1280,109590289,109590288,1,0.0511002857855021,,,,,
1281,108548681,108548680,1,0.0511251539134859,,,,,
1282,604872803,604872802,1,0.0470089244831412,,,,,
1283,187509379,187509378,1,0.049739506462409,,,,,
1284,604150567,604150566,1,0.0470115576730914,,,,,
1285,30801559,30801558,1,0.0546309552946383,,,,,
1286,604365233,604365232,1,0.0470107746660317,,,,,
1287,179150141,179150140,1,0.049852240900286,,,,,
1288,604848941,604848940,1,0.0470090114263377,,,,,
1289,179433659,179433658,1,0.0498483233598672,,,,,
1290,7112603,7112602,1,0.0593646210358404,,,,,
1291,179403041,179403040,1,0.0498487460995805,,,,,
1292,33903361,33903360,1,0.0543471530227931,,,,,
1293,604863731,604863730,1,0.0470089575372915,,,,,
1294,3439283,3439282,1,0.0620272591049753,,,,,
1295,179471219,179471218,1,0.0498478048809097,,,,,
1296,178913221,178913220,1,0.049855519797499,,,,,
1297,187418041,187418040,1,0.0497407082080395,,,,,
1298,179403503,179403502,1,0.0498487397202028,,,,,
1299,604872721,604872720,1,0.0470089247819086,,,,,
1300,179147951,179147950,1,0.0498522711873599,,,,,
1301,109707979,109707978,1,0.0510974923479413,,,,,
1302,179412287,179412286,1,0.0498486184326118,,,,,
1303,30336851,30336850,1,0.0546761919700428,,,,,
1304,604157051,604157050,1,0.0470115340178585,,,,,
1305,33840967,33840966,1,0.0543525738665597,,,,,
1306,3281351,3281350,1,0.0622077203338946,,,,,
1307,604693021,604693020,1,0.0470095796262624,,,,,
1308,30786757,30786756,1,0.0546323844906027,,,,,
1309,3279763,3279762,1,0.0622095840689042,,,,,
1310,30788371,30788370,1,0.0546322286150565,,,,,
1311,179156687,179156686,1,0.0498521503734031,,,,,
1312,108530111,108530110,1,0.0511255996493196,,,,,
1313,604814333,604814332,1,0.0470091375301505,,,,,
1314,33925037,33925036,1,0.0543452723797207,,,,,
1315,22052803,22052802,1,0.0556427044870766,,,,,
1316,39692819,39692818,1,0.0538871521382042,,,,,
1317,187422727,187422726,1,0.0497406465380841,,,,,
1318,604692973,604692972,1,0.0470095798012075,,,,,
1319,604141757,604141756,1,0.0470115898145915,,,,,
1320,179378609,179378608,1,0.0498490834866857,,,,,
1321,30784867,30784866,1,0.0546325670329603,,,,,
1322,30981373,30981372,1,0.0546136540385013,,,,,
1323,109814591,109814590,1,0.0510949647007668,,,,,
1324,108830327,108830326,1,0.0511184038421409,,,,,
1325,76024181,76024180,1,0.0520700913995474,,,,,
1326,108548647,108548646,1,0.0511251547295114,,,,,
1327,604811069,604811068,1,0.0470091494238438,,,,,
1328,604872761,604872760,1,0.0470089246361684,,,,,
1329,604435823,604435822,1,0.0470105172512328,,,,,
1330,109707929,109707928,1,0.0510974935340181,,,,,
1331,30820781,30820780,1,0.0546291004646488,,,,,
1332,179472173,179472172,1,0.0498477917134285,,,,,
1333,179436143,179436142,1,0.0498482890670005,,,,,
1334,109670909,109670908,1,0.0510983718687484,,,,,
1335,179142281,179142280,1,0.0498523496037297,,,,,
1336,40869427,40869426,1,0.0538027691277393,,,,,
1337,109814087,109814086,1,0.0510949766436639,,,,,
1338,604693499,604693498,1,0.0470095778841015,,,,,
1339,604724507,604724506,1,0.047009464872828,,,,,
1340,179470367,179470366,1,0.0498478166406121,,,,,
1341,109670989,109670988,1,0.0510983699703202,,,,,
1342,178013933,178013932,1,0.0498680092355905,,,,,
1343,108546583,108546582,1,0.0511252042675848,,,,,
1344,12783679,12783678,1,0.057376400698767,,,,,
1345,604872871,604872870,1,0.0470089242353829,,,,,
1346,604829737,604829736,1,0.0470090814004449,,,,,
1347,31019041,31019040,1,0.0546100438166294,,,,,
1348,108547721,108547720,1,0.0511251769543133,,,,,
1349,179471077,179471076,1,0.0498478068408559,,,,,
1350,187494557,187494556,1,0.0497397014336121,,,,,
1351,108810833,108810832,1,0.0511188704251096,,,,,
1352,604365313,604365312,1,0.0470107743742836,,,,,
1353,178014229,178014228,1,0.0498680051133009,,,,,
1354,179471603,179471602,1,0.0498477995807823,,,,,
1355,33926017,33926016,1,0.0543451873848696,,,,,
1356,604325297,604325296,1,0.0470109203119493,,,,,
1357,604203811,604203810,1,0.0470113634340528,,,,,
1358,109496249,109496248,1,0.0511025202532731,,,,,
1359,178894523,178894522,1,0.0498557787749986,,,,,
1360,179403113,179403112,1,0.0498487451053906,,,,,
1361,187420867,187420866,1,0.0497406710163527,,,,,
1362,187422143,187422142,1,0.0497406542237053,,,,,
1363,604193621,604193620,1,0.0470114006066674,,,,,
1364,604322441,604322440,1,0.0470109307281363,,,,,
1365,178911907,178911906,1,0.049855537996144,,,,,
1366,40860823,40860822,1,0.0538033763792191,,,,,
1367,109816297,109816296,1,0.051094924275456,,,,,
1368,108835807,108835806,1,0.0511182726965826,,,,,
1369,3457109,3457108,1,0.0620074764310298,,,,,
1370,30400861,30400860,1,0.0546699155190733,,,,,
1371,108540833,108540832,1,0.0511253422788332,,,,,
1372,7113889,7113888,1,0.0593639868295205,,,,,
1373,178011433,178011432,1,0.0498680440525264,,,,,
1374,108526073,108526072,1,0.0511256965845808,,,,,
1375,604150991,604150990,1,0.0470115561262263,,,,,
1376,179660891,179660890,1,0.0498451884653734,,,,,
1377,604687079,604687078,1,0.0470096012831252,,,,,
1378,39699377,39699376,1,0.0538866741783313,,,,,
1379,604872551,604872550,1,0.0470089254013047,,,,,
1380,178912813,178912812,1,0.0498555254482041,,,,,
1381,604713541,604713540,1,0.0470095048386164,,,,,
1382,40395269,40395268,1,0.0538364468610178,,,,,
1383,604813831,604813830,1,0.0470091393593843,,,,,
1384,604676183,604676182,1,0.0470096409964826,,,,,
1385,17998471,17998470,1,0.0562763045581244,,,,,
1386,178896671,178896670,1,0.0498557490225144,,,,,
1387,604150727,604150726,1,0.0470115570893686,,,,,
1388,12836827,12836826,1,0.0573628034762886,,,,,
1389,604673087,604673086,1,0.0470096522808173,,,,,
1390,179382869,179382868,1,0.0498490246557311,,,,,
1391,108596123,108596122,1,0.051124015544152,,,,,
1392,109592381,109592380,1,0.0511002361018781,,,,,
1393,109684087,109684086,1,0.0510980591707278,,,,,
1394,179425097,179425096,1,0.0498484415665732,,,,,
1395,179403641,179403640,1,0.0498487378146779,,,,,
1396,178899731,178899730,1,0.0498557066383687,,,,,
1397,33929663,33929662,1,0.0543448711932135,,,,,
1398,604811167,604811166,1,0.0470091490667404,,,,,
1399,180643363,180643362,1,0.0498316842432005,,,,,
1400,108547469,108547468,1,0.0511251830025677,,,,,
1401,33486547,33486546,1,0.054383577762594,,,,,
1402,179145997,179145996,1,0.0498522982109648,,,,,
1403,604864229,604864228,1,0.0470089557227969,,,,,
1404,604675733,604675732,1,0.0470096426366436,,,,,
1405,178897451,178897450,1,0.0498557382186369,,,,,
1406,179151281,179151280,1,0.0498522251345729,,,,,
1407,109713727,109713726,1,0.05109735600052,,,,,
1408,604672951,604672950,1,0.047009652776513,,,,,
1409,604872473,604872472,1,0.0470089256854983,,,,,
1410,179379503,179379502,1,0.049849071140344,,,,,
1411,604143797,604143796,1,0.0470115823720192,,,,,
1412,109683683,109683682,1,0.0510980687565448,,,,,
1413,187493987,187493986,1,0.0497397089318309,,,,,
1414,30363467,30363466,1,0.0546735803775182,,,,,
1415,179400791,179400790,1,0.0498487771682367,,,,,
1416,604872577,604872576,1,0.0470089253065735,,,,,
1417,604141327,604141326,1,0.0470115913833725,,,,,
1418,108595829,108595828,1,0.051124022596986,,,,,
1419,604432681,604432680,1,0.047010528708209,,,,,
1420,604686097,604686096,1,0.0470096048622522,,,,,
1421,187505491,187505490,1,0.0497395576042084,,,,,
1422,33902611,33902610,1,0.0543472181177857,,,,,
1423,187500433,187500432,1,0.0497396241376452,,,,,
1424,604884127,604884126,1,0.0470088832245105,,,,,
1425,179436493,179436492,1,0.0498482842351168,,,,,
1426,12785053,12785052,1,0.0573760483865698,,,,,
1427,3281207,3281206,1,0.0622078892958069,,,,,
1428,109707457,109707456,1,0.0510975047306125,,,,,
1429,178906061,178906060,1,0.0498556189638901,,,,,
1430,109682179,109682178,1,0.0510981044427007,,,,,
1431,604150627,604150626,1,0.0470115574541953,,,,,
1432,108540779,108540778,1,0.051125343574977,,,,,
1433,40862287,40862286,1,0.053803273043314,,,,,
1434,179380829,179380828,1,0.0498490528281093,,,,,
1435,108624419,108624418,1,0.0511233368432746,,,,,
1436,108596009,108596008,1,0.0511240182789219,,,,,
1437,30780143,30780142,1,0.0546330233466014,,,,,
1438,604849351,604849350,1,0.0470090099324367,,,,,
1439,109567151,109567150,1,0.0511008353674682,,,,,
1440,179403071,179403070,1,0.0498487456853347,,,,,
1441,178013243,178013242,1,0.0498680188450111,,,,,
1442,179433103,179433102,1,0.0498483310357977,,,,,
1443,30799499,30799498,1,0.054631154150782,,,,,
1444,604685981,604685980,1,0.0470096052850415,,,,,
1445,604207243,604207242,1,0.0470113509144414,,,,,
1446,604678229,604678228,1,0.0470096335392342,,,,,
1447,109705723,109705722,1,0.0510975458643195,,,,,
1448,604141553,604141552,1,0.0470115905588502,,,,,
1449,76021661,76021660,1,0.0520701809677225,,,,,
1450,109548991,109548990,1,0.0511012667997652,,,,,
1451,39674473,39674472,1,0.0538884896950351,,,,,
1452,180619891,180619890,1,0.0498320059272576,,,,,
1453,30370903,30370902,1,0.0546728512021366,,,,,
1454,33913337,33913336,1,0.0543462873243011,,,,,
1455,604873177,604873176,1,0.0470089231204707,,,,,
1456,33453967,33453966,1,0.0543864460198642,,,,,
1457,109497233,109497232,1,0.0511024968616815,,,,,
1458,180642773,180642772,1,0.0498316923285951,,,,,
1459,30801733,30801732,1,0.0546309384987265,,,,,
1460,40882901,40882900,1,0.0538018184465503,,,,,
1461,109683839,109683838,1,0.0510980650550861,,,,,
1462,179381723,179381722,1,0.0498490404819355,,,,,
1463,109595639,109595638,1,0.0511001587286012,,,,,
1464,30775567,30775566,1,0.0546334654382379,,,,,
1465,108531329,108531328,1,0.0511255704110831,,,,,
1466,109527673,109527672,1,0.0511017733580974,,,,,
1467,108548059,108548058,1,0.0511251688419964,,,,,
1468,604814519,604814518,1,0.047009136852387,,,,,
