gap_id,prime,eval_label,R_value
gap_006,604146899,prime_after_jump,-0.0006954483407636982
gap_006,604146913,prime_left_limit,-0.0006961727046264757
gap_006,604146913,prime_after_jump,-0.0006951265370810511
gap_006,604146919,prime_left_limit,-0.0006954369787365948
gap_006,604146919,prime_after_jump,-0.0006943908111973928
gap_006,604147007,prime_left_limit,-0.0006989439551456786
gap_006,604147007,prime_after_jump,-0.0006978977876854061
gap_006,604147021,prime_left_limit,-0.0006986221514366355
gap_006,604147021,prime_after_jump,-0.0006975759839908825
gap_006,604147039,prime_left_limit,-0.000698507308803015
gap_006,604147039,prime_after_jump,-0.00069746114137593
gap_006,604147067,prime_left_limit,-0.0006989098688244446
gap_006,604147067,prime_after_jump,-0.0006978637014263986
gap_006,604147069,prime_left_limit,-0.0006979671819574322
gap_006,604147069,prime_after_jump,-0.0006969210145552923
gap_006,604147073,prime_left_limit,-0.0006971279756202767
gap_006,604147073,prime_after_jump,-0.0006960818082284533
gap_006,604147081,prime_left_limit,-0.0006964957303617947
