rank_metric,rank,candidate_id,block_id,x,y,h,p_star,row_regime,post_P0_by_pstar,threshold_relevant_flag,forbidden_flag,finite_zone_flag,C_bridge,C_bridge_sq,B_abs_max_shape,B_L2_shape,dB_L2,ddB_L2,kappa_L2_shape,effective_support_frac,bridge_energy_fraction_shape,B_sq_over_h_shape,ratio_B_L2_to_ddB_L2,ratio_B_L2_to_h_ddB_L2,effective_support,shape_distance_to_mean
B_abs_max_shape,23,hexc_00090,91,179602723,179595316,7407,179602723,finite_negative,False,False,False,True,3.2430311152531206,10.5172508144999,171.42269419336662,279.10800200460443,241.19471418174714,377.6058516175929,0.6141805070516705,0.06976287116325325,3.2287520565772486e-05,,,,,
B_abs_max_shape,24,hexc_00002,3,30974597,30910184,64413,30974597,finite_negative,False,False,False,True,1.4559801260994336,2.1198781275965226,169.26185381026153,369.5236255408819,433.8723809245187,659.9903596984539,0.4580542138882414,0.11624716698561027,1.7827582935812384e-05,,,,,
B_abs_max_shape,25,hexc_00218,219,604167899,604161649,6250,604167899,post_P0_negative_tail,True,False,False,False,4.484403745293162,20.109876950799336,163.4324342131622,354.5232445729002,398.247935091611,632.3465429561313,0.4609921541535361,0.11763943789654092,1.7886554881604902e-05,,,,,
B_sq_over_h_shape,1,hexc_00304,305,30386689,30386676,13,30386821,finite_positive,False,False,False,True,8.580752479596955,73.62931311610929,18.50388997128084,30.93834304725165,27.23238514675868,37.69589667597831,0.5980892364862637,0.23296290892628024,9.861270095805125e-06,73.62931311610959,,,,
B_sq_over_h_shape,2,hexc_00453,454,604143557,604142790,767,604143557,post_P0_negative_tail,True,False,False,False,8.008560508629008,64.13704142037213,76.23714683878461,221.79520005948183,104.366584113439,151.2031468593252,0.3437276677689105,0.22875431412538974,8.378008990140035e-06,64.13704142037233,,,,
B_sq_over_h_shape,3,hexc_00442,443,604711937,604711166,771,604711937,post_P0_negative_tail,True,False,False,False,7.700000352930436,59.29000543512884,71.15483103322367,213.80503780426838,110.57021068161897,179.0172691831005,0.33280240617325224,0.24401996513866372,7.786089605810623e-06,59.290005435129224,,,,
B_sq_over_h_shape,4,hexc_00275,276,108562160,108561847,313,108562291,finite_negative,False,False,False,True,7.5172957888070675,56.50973597641647,55.15381198050545,132.99453883757167,54.741564430646974,70.51546021773471,0.41470734409527654,0.17619866246252047,1.8522158874289514e-05,56.50973597641649,,,,
B_sq_over_h_shape,5,hexc_00081,82,12782500,12782006,494,12782599,finite_negative,False,False,False,True,7.438244050688833,55.327474557607815,64.68278396224969,165.32323621154507,76.09237104950473,115.64156847025748,0.3912504100723179,0.18146291696116554,0.00019055396233561667,55.32747455760794,,,,
B_sq_over_h_shape,6,hexc_00355,356,33821509,33821502,7,33821677,finite_positive,False,False,False,True,7.389235181064235,54.6007965610774,12.35249588295892,19.550078668065368,22.43003988287357,34.10060372273848,0.6318386791525528,0.31311047425231153,5.26109313700549e-06,54.60079656107779,,,,
B_sq_over_h_shape,7,hexc_00242,243,30781189,30781182,7,30781319,finite_positive,False,False,False,True,7.348868426896937,54.00586715584266,12.28521502684498,19.44327827530379,22.306720728797746,33.91222970610241,0.6318489532935017,0.31310029170797443,5.09488765226956e-06,54.0058671558429,,,,
