metric,rank,candidate_id,block_id,p_star,h,post_P0_flag,value,K_total,K_unreduced,K_comp,K_prime,cancellation_fraction,cos_comp_prime,component_proof_source
cos_comp_prime,20,hexc_00194,195,33865589,379,False,-0.5343716887154806,17.072217384800595,16.90420933568265,0.0014620290625203685,16.90274730662013,-0.009938829186367126,-0.5343716887154806,smallness_driven
reconstruction_abs_error_max,1,hexc_00000,1,180530237,684790,False,1.7241982277482748e-06,4.240367135687519,4.242259041135789,1.7782963260481263e-06,4.242257262839463,0.0004459665074491026,0.3444045383357914,smallness_driven
reconstruction_abs_error_max,2,hexc_00040,41,604672261,151650,True,8.614188118372113e-08,2.1482112712445907,2.1504516893412777,4.115162458939244e-06,2.150447574178819,0.0010418360513709812,0.3765660424465338,smallness_driven
reconstruction_abs_error_max,3,hexc_00006,7,30774449,104130,False,3.22015694109723e-08,5.243489587324893,5.249376977824482,8.880681395813849e-06,5.249368097143086,0.0011215408084538359,0.43113788659296304,smallness_driven
reconstruction_abs_error_max,4,hexc_00023,24,180619079,61662,False,1.3544195098802447e-08,14.885742504015326,14.887532847528911,5.97762705463071e-06,14.887526869901857,0.0001202579051828856,0.09489223689998975,smallness_driven
reconstruction_abs_error_max,5,hexc_00002,3,30974597,64413,False,1.3333192327991128e-08,2.1198781275059635,2.1234975717664915,1.739859193905105e-05,2.1234801731745523,0.0017044729924118318,0.2977355827472425,smallness_driven
reconstruction_abs_error_max,6,hexc_00063,64,604810421,53021,True,8.857568900566548e-09,2.1431912796929886,2.142095651537089,9.216945147021057e-06,2.142086434591942,-0.0005114748984778039,-0.123288109126176,smallness_driven
reconstruction_abs_error_max,7,hexc_00009,10,178298621,43765,False,4.998582880944014e-09,3.625913157274787,3.625961947179198,1.324396227320864e-05,3.6259487032169244,1.345571330357842e-05,0.003520304057559156,smallness_driven
reconstruction_abs_error_max,8,hexc_00024,25,109813367,23159,False,9.990799298975617e-10,8.634846295609611,8.6321230543683,2.0047443967575197e-05,8.632103006924334,-0.0003154775741909255,-0.10350666329156097,smallness_driven
reconstruction_abs_error_max,9,hexc_00104,105,604432601,22162,True,4.4792614062316716e-10,8.96092075921994,8.953743870497226,2.3034897845109563e-05,8.95372083559938,-0.0008015517113866277,-0.24986837754076405,smallness_driven
reconstruction_abs_error_max,10,hexc_00183,184,604356173,20686,True,3.3719516068231314e-10,10.349219281889228,10.34332399583255,4.564543752120844e-05,10.34327835039503,-0.0005699604942330794,-0.13565852611468152,smallness_driven
reconstruction_abs_error_max,11,hexc_00020,21,30847123,15789,False,3.126388037344441e-10,6.289907492967278,6.28191589705318,4.3989606829763795e-05,6.28187190744635,-0.0012721590108912828,-0.24037203600983498,smallness_driven
reconstruction_abs_error_max,12,hexc_00074,75,113195507,12848,False,2.7921487344428897e-10,15.290703682032168,15.294365858960395,7.83475180102086e-05,15.294287511442386,0.00023944614389370678,0.05289712642033522,smallness_driven
reconstruction_abs_error_max,13,hexc_00048,49,33902159,13400,False,2.587512426543981e-10,4.863687769085949,4.868788769138448,8.260287431973756e-05,4.868706166264128,0.0010476938504362376,0.12718062942374872,smallness_driven
reconstruction_abs_error_max,14,hexc_00008,9,12883477,11482,False,2.467004378559068e-10,3.4525577740887865,3.459885982903733,2.6896361481339302e-05,3.459859086542252,0.0021180492221875014,0.37983227803812947,smallness_driven
reconstruction_abs_error_max,15,hexc_00061,62,113166227,11734,False,2.432898327242583e-10,6.649411090814817,6.659318034927744,7.886656388801719e-05,6.659239168363856,0.0014876814804408722,0.21614786547575168,smallness_driven
reconstruction_abs_error_max,16,hexc_00089,90,179641471,10782,False,2.353317540837452e-10,15.780939239225724,15.78206965172868,3.083017748381152e-05,15.782038821551193,7.162637904289948e-05,0.025623437424663546,smallness_driven
reconstruction_abs_error_max,17,hexc_00043,44,109588091,10737,False,2.255546860396862e-10,15.678679785823212,15.65009800465346,7.343977908444057e-05,15.650024564874375,-0.0018263004590293175,-0.42153738928684753,smallness_driven
reconstruction_abs_error_max,18,hexc_00078,79,109546081,10586,False,2.2168933355715126e-10,14.264884148858679,14.297029147834062,6.625579456363423e-05,14.296962892039497,0.0022483691292083385,0.5222153007003179,smallness_driven
reconstruction_abs_error_max,19,hexc_00027,28,109670797,9994,False,1.787157088983804e-10,17.111990579342564,17.104424355151917,4.108773065428721e-05,17.104383267421262,-0.0004423547985914489,-0.14270507644910685,smallness_driven
reconstruction_abs_error_max,20,hexc_00127,128,187449539,9358,False,1.5120349416974932e-10,11.351767511292573,11.353210690336583,5.754743944362887e-05,11.35315314289714,0.00012711637997164793,0.02823052585933904,smallness_driven
