crossing_id,block_id,p_star,y,h,local_theta_sign,theta_end_error,theta_end_norm,E_theta_local,theta_local_norm,Q_theta,Q_R2Q,B2_active_flag,covered_flag,finite_certificate_flag,negative_transfer_flag,positive_harmless_flag,Cplus_value,O2_B3_repaid_flag,tail_flag,near_forbidden_R2Q,forbidden_R2Q,crossing_status
110,111,30780011,30777698,2313,negative,-3121.912756212056,-0.0018927451930781,-140.46546636399898,-0.0098239812304389,0.0098239812304389,0.1309387070981607,True,True,True,True,False,,True,False,False,False,negative_transferred_repaid
111,112,3459077,3459076,1,positive,-1094.690599786583,-0.0025963456217483,14.056512348440547,0.0620052994350594,0.0620052994350594,0.067178289113327,True,True,True,False,True,0.067178289113327,False,False,False,False,positive_harmless
112,113,30784249,30783029,1220,negative,-3118.2716353833675,-0.0018903773374238,-133.72293008495535,-0.0128772998450602,0.0128772998450602,0.0966458075650577,True,True,True,True,False,,True,False,False,False,negative_transferred_repaid
113,114,359477,359416,3,positive,-357.3529875847744,-0.0036425324076125,22.58448267109209,0.07967922224676,0.07967922224676,0.0897827713986883,True,True,True,False,True,0.0897827713986883,False,False,False,False,positive_harmless
114,115,3453551,3453550,1,positive,-1124.2430351055227,-0.0026691362138634,14.054913535029169,0.0620114158142077,0.0620114158142077,0.0680235969848095,True,True,True,False,True,0.0680235969848095,False,False,False,False,positive_harmless
115,116,12830269,12829371,898,negative,-2050.5327418223023,-0.0021369472522416,-46.90137454561159,-0.0058424146615159,0.0058424146615159,0.0962426881171498,True,True,True,True,False,,True,False,False,False,negative_transferred_repaid
116,117,17992327,17991472,705,negative,-2370.9026988707483,-0.0020028832755583,-3.3720180676377822,-0.0004550704835416,0.0004550704835416,0.0927710098591296,True,True,True,True,False,,True,False,False,False,negative_transferred_repaid
117,118,179650181,179648340,1841,negative,-7312.262841463089,-0.001510193703975,-377.4982097341908,-0.0243546948872444,0.0243546948872444,0.0958698914280892,True,True,True,True,False,,True,False,False,False,negative_transferred_repaid
118,119,1513271,1513270,1,positive,-747.9857317525893,-0.0030028824908962,13.2297840910738,0.0653365405202554,0.0653365405202554,0.0705260023814927,True,True,True,False,True,0.0705260023814927,False,False,False,False,positive_harmless
119,120,108561281,108557409,3872,negative,-5752.221980363131,-0.001612582927396,-263.9525918434665,-0.0123903095457015,0.0123903095457015,0.1470745643860575,True,True,True,True,False,,True,False,False,False,negative_transferred_repaid
120,121,108842081,108840439,1642,negative,-5752.177931427956,-0.001610039519036,-217.0841446013817,-0.0156438690179397,0.0156438690179397,0.0996639793175021,True,True,True,True,False,,True,False,False,False,negative_transferred_repaid
121,122,30418643,30418642,1,positive,-3099.82401875034,-0.0018930758792802,16.230566234990423,0.0546681745185092,0.0546681745185092,0.0587452641225273,True,True,True,False,True,0.0587452641225273,False,False,False,False,positive_harmless
