block_id,source_row,p_star,y,h,shell_sym_all_2,shell_sym_all_3,R3_q3,R3_non3,R3_rebuilt,R3_over_R2,R3_q3_over_R2,R3_non3_over_R2
47,47,12807413,12805898,1515,250.3459531499992,81.33591029822931,57.38188164444444,25.110775836364677,82.49265748080911,0.32489404871464195,0.22921034241789032,0.100304300989915
48,48,3440807,3439819,811,179.49332489999972,59.57038666480952,37.7880684,21.782318264809433,59.570386664809426,0.33188079109904334,0.210526315789474,0.12135447530956883
49,49,33902159,33888759,13400,2379.0738063500494,773.9001592546088,538.8298642222222,235.11791704676727,773.9477812689895,0.3252947248584601,0.2264872417089445,0.0988275001890264
50,50,3457967,3457512,455,72.42713110000005,25.17028455789885,20.993371333333332,4.876692269012079,25.87006360234541,0.3475256326685958,0.2898550724637679,0.0673323959536494
51,51,12842173,12840082,2091,363.7101583499983,128.6897130569163,89.57171768888888,39.817774412471906,129.3894921013608,0.3538249072853175,0.2462722462722474,0.10947666293707216
54,54,7112297,7110038,2259,426.69027234999777,143.2094028765764,97.96906622222221,45.26655106184637,143.23561728406858,0.3356284690716061,0.2296022960229614,0.10608760966717316
55,55,12895717,12894136,1581,272.388993049999,86.88839058509748,57.38188164444444,30.90606702954192,88.28794867398636,0.31898642310098224,0.2106615285806045,0.11346298058331926
56,56,1511527,1511046,403,88.17215960000007,28.83451145504931,20.993371333333332,9.240698210604885,30.234069543938215,0.32702512432336167,0.2380952380952379,0.10480290210113984
57,57,179620853,179616870,3983,552.6505003499982,184.61763991390583,123.16111182222221,62.464209915683035,185.62532173790524,0.33405857734135036,0.22285533396644577,0.11302660519826532
60,60,3291137,3290975,8,6.2980114,1.3995580888912147,2.7991161777777775,4.652034677423305e-12,2.7991161777824294,0.22222222222259153,0.4444444444444444,7.386513586531941e-13
62,62,113166227,113154493,11734,1894.126928550036,618.329057349611,408.6709619555555,209.8662941180299,618.5372560735855,0.32644541821859063,0.21575690403620168,0.11079843222475257
63,63,30816007,30813688,2319,382.6041925499981,123.2165942329886,83.97348533333333,39.94288794409982,123.91637327743315,0.3220471616156868,0.2194787379972576,0.10439741310173999
64,64,604810421,604757400,53021,8094.519151849056,2697.2005338086856,1815.2268412888886,882.4878158994138,2697.7146571883027,0.3332131882339862,0.22425382005232897,0.10902288318112441
67,67,39699197,39695992,3205,527.4584547499975,183.09726461464945,127.35978608888888,55.82464823371855,183.18443432260742,0.34713115879701484,0.2414593698175799,0.10583705262659611
69,69,108581987,108578163,3824,580.991551649999,191.9012394053171,134.35757653333332,57.54366287198317,191.9012394053165,0.33029953509706506,0.2312556458897926,0.09904388920727135
70,70,12847921,12847029,892,141.70525650000002,48.312688977493245,34.98895222222222,14.034920075677395,49.023872297899615,0.34093787464753106,0.2469135802469135,0.09904304485470793
72,72,12843647,12843190,457,62.98011400000005,20.52570863569083,15.395138977777776,6.158816417096739,21.553955394874514,0.32590777202611626,0.24444444444444421,0.09778985819391713
73,73,40882169,40877269,4900,839.2100190500063,275.72436817027284,187.5407839111111,88.39178298312758,275.9325668942387,0.32855228358974486,0.22347300396080716,0.10532736856882133
75,75,113195507,113182659,12848,2122.429841800042,690.536892576829,450.6577046222222,240.90743471380077,691.565139336023,0.3253520464974153,0.21233102538740098,0.11350548789376524
77,77,39674417,39673239,1178,174.76981634999976,58.40867674900751,40.587184577777776,17.82305408118065,58.41023865895843,0.33420345668863316,0.23223223223223255,0.10198016141121084
78,78,3441797,3441229,568,105.49169095000008,31.175443446468822,19.593813244444444,11.581630202026528,31.175443446470968,0.29552510880923366,0.18573797678275275,0.10978713202650127
79,79,109546081,109535495,10586,1741.4001521000316,581.1479380825976,408.6709619555555,173.87653421593842,582.5474961714939,0.3337245247060336,0.23467952581876206,0.09984869589350444
82,82,12782599,12782006,494,81.87414820000006,27.84259437403827,18.194255155555553,10.656021042482728,28.850276198038284,0.3400657592922383,0.22222222222222202,0.13015122937770873
87,87,109467389,109460158,7231,1198.1966688500163,389.6400521934025,260.3178045333333,129.53044638403807,389.8482509173714,0.3251887292988089,0.2172579938677149,0.10810449549017398
