q,N_total,d_emp,g,g2,total_abs_weighted_discrepancy,max_interval_abs_component
39655039,1,6.058182787491064e-06,6.359211191452867e-16,4.043956697749939e-31,8.083111585843374e-31,4.041555792921692e-31
39655201,1,6.058182787491064e-06,6.359159234075487e-16,4.043890616432753e-31,8.082979501674222e-31,4.04148975083711e-31
39673369,1,6.058182787491064e-06,6.353336348057663e-16,4.0364882751550685e-31,8.067498902741075e-31,4.0337494513705376e-31
39674179,1,6.058182787491064e-06,6.353076927441872e-16,4.036158644599426e-31,8.066840088949317e-31,4.033420044474657e-31
39674281,1,6.058182787491064e-06,6.353044260787031e-16,4.036117137951903e-31,8.066757131980162e-31,4.033378565990078e-31
39696049,1,6.058182787491064e-06,6.346078572512199e-16,4.027271324849846e-31,8.038147230108145e-31,4.019073615054071e-31
39696619,1,6.058182787491064e-06,6.345896328333573e-16,4.027040020995753e-31,8.037685564060801e-31,4.018842782030402e-31
39696703,1,6.058182787491064e-06,6.345869471960423e-16,4.027005935515926e-31,8.037617531866513e-31,4.018808765933254e-31
39697003,1,6.058182787491064e-06,6.345773557733751e-16,4.026884204603286e-31,8.03737456561981e-31,4.018687282809902e-31
39697039,1,6.058182787491064e-06,6.345762048172679e-16,4.026869597202871e-31,8.037345410287137e-31,4.018672705143573e-31
39697123,1,6.058182787491064e-06,6.34573519265195e-16,4.026835513526149e-31,8.037277381691721e-31,4.018638690845859e-31
39697219,1,6.058182787491064e-06,6.345704500837012e-16,4.026796561194311e-31,8.037199635606846e-31,4.018599817803417e-31
39697243,1,6.058182787491064e-06,6.345696827918069e-16,4.026786823184944e-31,8.0371801992325e-31,4.01859009961625e-31
39697369,1,6.058182787491064e-06,6.345656545321936e-16,4.026735699118713e-31,8.037078159231166e-31,4.018539079615582e-31
39697711,1,6.058182787491064e-06,6.345547208780214e-16,4.026596937885836e-31,8.036801201676106e-31,4.018400600838051e-31
39698233,1,6.058182787491064e-06,6.345380332138265e-16,4.026385155948712e-31,8.036378499987055e-31,4.018189249993526e-31
39698293,1,6.058182787491064e-06,6.345361151336863e-16,4.0263608140895085e-31,8.036329915366765e-31,4.018164957683379e-31
39698359,1,6.058182787491064e-06,6.345340052555771e-16,4.026334038256847e-31,8.036276472708494e-31,4.018138236354249e-31
39698473,1,6.058182787491064e-06,6.345303609454472e-16,4.026287789615595e-31,8.036184163708778e-31,4.018092081854392e-31
39698509,1,6.058182787491064e-06,6.34529210117192e-16,4.026273184919476e-31,8.036155013773707e-31,4.018077506886853e-31
39698833,1,6.058182787491064e-06,6.345188528037807e-16,4.026141745634259e-31,8.03589267030559e-31,4.017946335152796e-31
39704173,1,6.058182787491064e-06,6.343481854605565e-16,4.023976203971006e-31,8.029035092842109e-31,4.014517546421051e-31
39704209,1,6.058182787491064e-06,6.343470351278745e-16,4.023961609755249e-31,8.029005973020182e-31,4.014502986510092e-31
39704311,1,6.058182787491064e-06,6.343437758689348e-16,4.023920259836574e-31,8.028923467574996e-31,4.014461733787499e-31
39704569,1,6.058182787491064e-06,6.343355319731503e-16,4.023815671236595e-31,8.028714782061723e-31,4.0143573910308606e-31
39704653,1,6.058182787491064e-06,6.343328479487367e-16,4.023781619867551e-31,8.028646839404227e-31,4.014323419702111e-31
39704881,1,6.058182787491064e-06,6.343255628254845e-16,4.023689196538677e-31,8.028462427242387e-31,4.014231213621195e-31
39705121,1,6.058182787491064e-06,6.343178944102748e-16,4.023591911690845e-31,8.028268314897373e-31,4.014134157448687e-31
39705283,1,6.058182787491064e-06,6.343127183086183e-16,4.023526246080685e-31,8.028137292380915e-31,4.0140686461904635e-31
39705313,1,6.058182787491064e-06,6.343117597782271e-16,4.023514085929513e-31,8.028113029245271e-31,4.014056514622637e-31
39705361,1,6.058182787491064e-06,6.343102261341205e-16,4.02349462978319e-31,8.028074208418895e-31,4.014037104209445e-31
39705433,1,6.058182787491064e-06,6.343079256783895e-16,4.0234654457842135e-31,8.028015977619293e-31,4.014007988809644e-31
39705511,1,6.058182787491064e-06,6.343054335321366e-16,4.023433830083918e-31,8.027952894848841e-31,4.013976447424421e-31
39705709,1,6.058182787491064e-06,6.342991073806869e-16,4.023353576239362e-31,8.027792764445073e-31,4.013896382222539e-31
39705733,1,6.058182787491064e-06,6.342983405808815e-16,4.0233438486366e-31,8.02777335497048e-31,4.013886677485236e-31
39705979,1,6.058182787491064e-06,6.342904809630452e-16,4.023244142403312e-31,8.027574411237835e-31,4.0137872056189195e-31
39706003,1,6.058182787491064e-06,6.342897141788823e-16,4.0232344151312826e-31,8.027555002423135e-31,4.013777501211572e-31
39706099,1,6.058182787491064e-06,6.342866470561355e-16,4.023195506337146e-31,8.027477367750939e-31,4.013738683875471e-31
39706357,1,6.058182787491064e-06,6.342784042739865e-16,4.0230909412835465e-31,8.02726872921973e-31,4.013634364609864e-31
39706873,1,6.058182787491064e-06,6.342619191917118e-16,4.022881821367536e-31,8.02685147249176e-31,4.013425736245884e-31
39707071,1,6.058182787491064e-06,6.342555936912251e-16,4.022801581286085e-31,8.026691369549505e-31,4.013345684774756e-31
39707197,1,6.058182787491064e-06,6.342515684220017e-16,4.022750520457691e-31,8.026589487937326e-31,4.013294743968665e-31
39707299,1,6.058182787491064e-06,6.342483098987916e-16,4.0227091860947365e-31,8.026507013530449e-31,4.013253506765227e-31
39707491,1,6.058182787491064e-06,6.342421762761652e-16,4.022631381675262e-31,8.02635177046174e-31,4.01317588523087e-31
39707539,1,6.058182787491064e-06,6.342406428844108e-16,4.022611930864307e-31,8.02631296028101e-31,4.0131564801405036e-31
39707581,1,6.058182787491064e-06,6.342393011711874e-16,4.022594911501162e-31,8.026279001565302e-31,4.013139500782647e-31
39682861,1,6.058182787491064e-06,6.350297320357509e-16,4.032627605693976e-31,8.022746323828384e-31,4.011373161914192e-31
39683143,1,6.058182787491064e-06,6.350207066543491e-16,4.0325129787978885e-31,8.022518278345616e-31,4.0112591391728045e-31
39683173,1,6.058182787491064e-06,6.350197465187148e-16,4.0325007846869275e-31,8.022494018664704e-31,4.011247009332356e-31
39683383,1,6.058182787491064e-06,6.350130256302461e-16,4.032415427200796e-31,8.022324203466026e-31,4.011162101733015e-31
39683509,1,6.058182787491064e-06,6.3500899314838e-16,4.032364213793193e-31,8.022222316503554e-31,4.011111158251772e-31
39683773,1,6.058182787491064e-06,6.350005442633067e-16,4.032256912146958e-31,8.022008844303271e-31,4.011004422151636e-31
39683923,1,6.058182787491064e-06,6.349957438355454e-16,4.032195946892576e-31,8.021887556443764e-31,4.010943778221884e-31
39684289,1,6.058182787491064e-06,6.349840310202575e-16,4.032047196507353e-31,8.02159162368654e-31,4.0107958118432705e-31
39684577,1,6.058182787491064e-06,6.349748146065533e-16,4.031930151846268e-31,8.02135876816e-31,4.010679384080003e-31
39684877,1,6.058182787491064e-06,6.349652143889811e-16,4.0318082348404475e-31,8.021116219304542e-31,4.010558109652273e-31
39684889,1,6.058182787491064e-06,6.349648303848067e-16,4.031803358256064e-31,8.021106517541023e-31,4.010553258770507e-31
39684943,1,6.058182787491064e-06,6.349631023703332e-16,4.0317814137175815e-31,8.021062859786654e-31,4.010531429893327e-31
39684949,1,6.058182787491064e-06,6.349629103691604e-16,4.031778975444744e-31,8.021058008943394e-31,4.010529004471697e-31
39685069,1,6.058182787491064e-06,6.349590703639935e-16,4.031730210375068e-31,8.02096099284825e-31,4.010480496424125e-31
39685273,1,6.058182787491064e-06,6.34952542435154e-16,4.03164731144866e-31,8.020796068852758e-31,4.010398034426376e-31
39685279,1,6.058182787491064e-06,6.349523504387709e-16,4.031644873277198e-31,8.020791218211172e-31,4.010395609105587e-31
39685561,1,6.058182787491064e-06,6.349433267069958e-16,4.0315302812974685e-31,8.020563242193058e-31,4.0102816210965255e-31
39685573,1,6.058182787491064e-06,6.349429427226766e-16,4.031525405133322e-31,8.020553541265559e-31,4.010276770632782e-31
39685579,1,6.058182787491064e-06,6.349427507306476e-16,4.0315229670540135e-31,8.020548690807324e-31,4.010274345403661e-31
39685621,1,6.058182787491064e-06,6.349414067888832e-16,4.03150590055046e-31,8.020514737702293e-31,4.010257368851147e-31
39685687,1,6.058182787491064e-06,6.349392948890172e-16,4.031479081941623e-31,8.020461383185961e-31,4.010230691592979e-31
39685753,1,6.058182787491064e-06,6.349371829996878e-16,4.0314522635557905e-31,8.020408029113282e-31,4.010204014556641e-31
39685759,1,6.058182787491064e-06,6.349369910102713e-16,4.031449825531773e-31,8.020403178765037e-31,4.010201589382519e-31
39686071,1,6.058182787491064e-06,6.349270076806044e-16,4.031323050822462e-31,8.020150965708805e-31,4.010075482854403e-31
39686113,1,6.058182787491064e-06,6.349256637888229e-16,4.0313059853767745e-31,8.020117014708353e-31,4.010058507354178e-31
39686263,1,6.058182787491064e-06,6.349208642101484e-16,4.031245038093617e-31,8.019995762601874e-31,4.009997881300931e-31
39686389,1,6.058182787491064e-06,6.34916832606119e-16,4.031193843265866e-31,8.019893912603231e-31,4.009946956301613e-31
39686503,1,6.058182787491064e-06,6.349131849974662e-16,4.031147524836267e-31,8.019801763997618e-31,4.009900881998811e-31
39686509,1,6.058182787491064e-06,6.349129930189341e-16,4.03114508704261e-31,8.019796914107674e-31,4.009898457053835e-31
39686743,1,6.058182787491064e-06,6.349055059241004e-16,4.031050014527379e-31,8.019607771259233e-31,4.009803885629612e-31
39686923,1,6.058182787491064e-06,6.348997467105004e-16,4.030976883730575e-31,8.01946228055476e-31,4.009731140277377e-31
39686989,1,6.058182787491064e-06,6.348976350184812e-16,4.030950069520605e-31,8.01940893478979e-31,4.0097044673948925e-31
39687289,1,6.058182787491064e-06,6.348880365511726e-16,4.030828189558031e-31,8.019166459630329e-31,4.009583229815168e-31
39687379,1,6.058182787491064e-06,6.348851570534249e-16,4.03079162646752e-31,8.019093718869551e-31,4.009546859434777e-31
39687541,1,6.058182787491064e-06,6.348799740068449e-16,4.030725813949321e-31,8.018962787578581e-31,4.009481393789288e-31
39687547,1,6.058182787491064e-06,6.348797820433757e-16,4.030723376474442e-31,8.01895793832281e-31,4.0094789691614115e-31
39687553,1,6.058182787491064e-06,6.348795900799935e-16,4.030720939001406e-31,8.018953089070732e-31,4.009476544535366e-31
39687649,1,6.058182787491064e-06,6.348765186777191e-16,4.030681939683401e-31,8.018875501535816e-31,4.00943775076791e-31
39687733,1,6.058182787491064e-06,6.348738312190122e-16,4.030647815667067e-31,8.018807613212534e-31,4.009403806606265e-31
39687799,1,6.058182787491064e-06,6.348717196562849e-16,4.030621004193284e-31,8.018754272891093e-31,4.009377136445546e-31
39687829,1,6.058182787491064e-06,6.348707598585277e-16,4.030608817233443e-31,8.018730027437057e-31,4.0093650137185275e-31
39687997,1,6.058182787491064e-06,6.348653850313095e-16,4.030540571109529e-31,8.01859425458786e-31,4.009297127293932e-31
39688291,1,6.058182787491064e-06,6.34855979247915e-16,4.03042114386829e-31,8.018356659016371e-31,4.009178329508183e-31
39688303,1,6.058182787491064e-06,6.348555953428286e-16,4.030416269380974e-31,8.01834696142486e-31,4.009173480712432e-31
39688399,1,6.058182787491064e-06,6.348525241146739e-16,4.030377273747726e-31,8.018269381220624e-31,4.009134690610311e-31
39688471,1,6.058182787491064e-06,6.348502207081833e-16,4.030348027332291e-31,8.01821119668317e-31,4.009105598341589e-31
39688843,1,6.058182787491064e-06,6.348383199743521e-16,4.030196925078579e-31,8.017910584980583e-31,4.008955292490291e-31
39688969,1,6.058182787491064e-06,6.348342891565018e-16,4.03014574688841e-31,8.017808768081731e-31,4.008904384040864e-31
39689149,1,6.058182787491064e-06,6.348285309118811e-16,4.030072636597371e-31,8.01766331817264e-31,4.008831659086316e-31
39689257,1,6.058182787491064e-06,6.348250760027141e-16,4.0300287712185175e-31,8.017576049810323e-31,4.008788024905163e-31
39689563,1,6.058182787491064e-06,6.348152872465688e-16,4.029904489219436e-31,8.01732879589831e-31,4.008664397949151e-31
39689809,1,6.058182787491064e-06,6.348074180185425e-16,4.029804579713685e-31,8.017130030056684e-31,4.008565015028341e-31
39689887,1,6.058182787491064e-06,6.348049229280134e-16,4.02977290173641e-31,8.017067008027225e-31,4.008533504013616e-31
39689941,1,6.058182787491064e-06,6.348031955662646e-16,4.029750971011412e-31,8.017023377754224e-31,4.008511688877114e-31
39689959,1,6.058182787491064e-06,6.348026197805817e-16,4.0297436608028975e-31,8.017008834395858e-31,4.008504417197924e-31
39689977,1,6.058182787491064e-06,6.348020439956822e-16,4.02973635061096e-31,8.016994291070441e-31,4.008497145535223e-31
39689983,1,6.058182787491064e-06,6.348018520675565e-16,4.029733913883998e-31,8.016989443302645e-31,4.008494721651321e-31
39690187,1,6.058182787491064e-06,6.347953265630708e-16,4.029651066263157e-31,8.016824621377453e-31,4.008412310688726e-31
39690193,1,6.058182787491064e-06,6.347951346379915e-16,4.029648629600657e-31,8.016819773737886e-31,4.008409886868946e-31
39690229,1,6.058182787491064e-06,6.347939830893436e-16,4.029634009664338e-31,8.016790687977473e-31,4.0083953439887415e-31
39690283,1,6.058182787491064e-06,6.347922557722468e-16,4.029612079884176e-31,8.016747059584191e-31,4.0083735297920955e-31
39690523,1,6.058182787491064e-06,6.347845788926708e-16,4.029514615999454e-31,8.016553159204757e-31,4.008276579602379e-31
40846303,1,6.058182787491064e-06,5.993693095964939e-16,3.592435692861778e-31,7.183913785912046e-31,3.591956892956025e-31
40846339,1,6.058182787491064e-06,5.993682530863425e-16,3.592423028077739e-31,7.183888459719902e-31,3.591944229859949e-31
40843039,1,6.058182787491064e-06,5.994651114598994e-16,3.5935841985762955e-31,7.178895572976448e-31,3.589447786488225e-31
40843459,1,6.058182787491064e-06,5.994527827266561e-16,3.593436387187316e-31,7.178600290476485e-31,3.5893001452382437e-31
40843489,1,6.058182787491064e-06,5.994519021174066e-16,3.593425829521768e-31,7.1785791994503e-31,3.589289599725146e-31
40843603,1,6.058182787491064e-06,5.994485558199554e-16,3.593385710746302e-31,7.178499054257172e-31,3.5892495271285864e-31
40843729,1,6.058182787491064e-06,5.994448573132664e-16,3.5933413695932234e-31,7.178410474029209e-31,3.589205237014602e-31
40843807,1,6.058182787491064e-06,5.994425677786598e-16,3.593313920650731e-31,7.1783556393346975e-31,3.589177819667345e-31
40843849,1,6.058182787491064e-06,5.994413349577663e-16,3.593299140559489e-31,7.17832611317759e-31,3.5891630565887967e-31
40843951,1,6.058182787491064e-06,5.994383409800011e-16,3.59326324636856e-31,7.178254407428087e-31,3.589127203714046e-31
40844059,1,6.058182787491064e-06,5.994351709103453e-16,3.5932252412431487e-31,7.178178484669229e-31,3.589089242334614e-31
40844119,1,6.058182787491064e-06,5.994334097714025e-16,3.593204127501702e-31,7.178136305792479e-31,3.5890681528962393e-31
40844173,1,6.058182787491064e-06,5.994318247529899e-16,3.593185125266992e-31,7.178098345068287e-31,3.5890491725341416e-31
40844227,1,6.058182787491064e-06,5.994302397408639e-16,3.593166123157896e-31,7.178060384595029e-31,3.589030192297513e-31
40844257,1,6.058182787491064e-06,5.994293591812882e-16,3.593155566484898e-31,7.17803929555165e-31,3.5890196477758233e-31
40844413,1,6.058182787491064e-06,5.994247803027718e-16,3.593100672410263e-31,7.177929633774544e-31,3.5889648168872725e-31
40844599,1,6.058182787491064e-06,5.994193209392638e-16,3.593035223152881e-31,7.1777988859311355e-31,3.5888994429655678e-31
40844719,1,6.058182787491064e-06,5.994157988088395e-16,3.5929929986163917e-31,7.17771453406366e-31,3.588857267031831e-31
40865767,1,6.058182787491064e-06,5.987984970555601e-16,3.585596400759976e-31,7.169715692028892e-31,3.5848578460144445e-31
40863073,1,6.058182787491064e-06,5.988774542278075e-16,3.5865420518237963e-31,7.1689123416012015e-31,3.584456170800599e-31
40863379,1,6.058182787491064e-06,5.988684850323286e-16,3.5864346236491635e-31,7.168697610209285e-31,3.58434880510464e-31
40863439,1,6.058182787491064e-06,5.98866726390176e-16,3.5864135597728586e-31,7.168655506957562e-31,3.584327753478781e-31
40872577,1,6.058182787491064e-06,5.985989755964045e-16,3.5832073358506485e-31,7.158252567099021e-31,3.579126283549509e-31
40872583,1,6.058182787491064e-06,5.98598799850544e-16,3.5832052318251167e-31,7.158248363840661e-31,3.5791241819203324e-31
40872757,1,6.058182787491064e-06,5.985937032542589e-16,3.583144215756477e-31,7.158126470690466e-31,3.5790632353452345e-31
40872763,1,6.058182787491064e-06,5.985935275107203e-16,3.583142111777275e-31,7.158122267524668e-31,3.5790611337623345e-31
40872847,1,6.058182787491064e-06,5.985910671093073e-16,3.5831126562305924e-31,7.15806342352741e-31,3.579031711763704e-31
40873069,1,6.058182787491064e-06,5.985845646928805e-16,3.5830348108856523e-31,7.157907910159628e-31,3.5789539550798137e-31
40873243,1,6.058182787491064e-06,5.985794682783955e-16,3.5829737984444674e-31,7.157786024256079e-31,3.5788930121280392e-31
40873303,1,6.058182787491064e-06,5.985777109091819e-16,3.5829527599727612e-31,7.157743995235713e-31,3.5788719976178555e-31
40873453,1,6.058182787491064e-06,5.985733175200067e-16,3.5829001644690674e-31,7.157638924034398e-31,3.5788194620171985e-31
40873699,1,6.058182787491064e-06,5.985661124664686e-16,3.582813909932211e-31,7.157466611437884e-31,3.5787333057189433e-31
40873741,1,6.058182787491064e-06,5.985648823483781e-16,3.582799183807277e-31,7.157437192732315e-31,3.5787185963661578e-31
40873849,1,6.058182787491064e-06,5.985617192049863e-16,3.5827613169762884e-31,7.1573615453263e-31,3.5786807726631556e-31
40874131,1,6.058182787491064e-06,5.985534600043391e-16,3.58266244483166e-31,7.157164026255611e-31,3.578582013127806e-31
40874179,1,6.058182787491064e-06,5.985520541999773e-16,3.582645615870125e-31,7.157130406666841e-31,3.578565203333421e-31
40874293,1,6.058182787491064e-06,5.985487154344672e-16,3.5826056474825077e-31,7.15705056093467e-31,3.5785252804673337e-31
40877653,1,6.058182787491064e-06,5.984503222583818e-16,3.58142788211161e-31,7.139683427230171e-31,3.5698417136150836e-31
40877659,1,6.058182787491064e-06,5.984501465779832e-16,3.5814257793920956e-31,7.139679235396025e-31,3.569839617698013e-31
40877929,1,6.058182787491064e-06,5.984422410401108e-16,3.581331158611101e-31,7.139490606043664e-31,3.5697453030218317e-31
40878349,1,6.058182787491064e-06,5.984299438481131e-16,3.5811839769405585e-31,7.139197194988478e-31,3.569598597494238e-31
40878361,1,6.058182787491064e-06,5.984295925053399e-16,3.581179771861072e-31,7.139188812036957e-31,3.5695944060184765e-31
40878403,1,6.058182787491064e-06,5.984283628080701e-16,3.581165054131472e-31,7.139159471803509e-31,3.5695797359017567e-31
40878577,1,6.058182787491064e-06,5.984232683883307e-16,3.581104081485721e-31,7.1390379210135215e-31,3.569518960506759e-31
40878583,1,6.058182787491064e-06,5.984230927198448e-16,3.5811019790038396e-31,7.139033729653116e-31,3.5695168648265525e-31
40878619,1,6.058182787491064e-06,5.984220387105538e-16,3.5810893641449554e-31,7.139008581555232e-31,3.5695042907776148e-31
40878697,1,6.058182787491064e-06,5.984197550333095e-16,3.581062032141261e-31,7.138954094389715e-31,3.569477047194855e-31
40878793,1,6.058182787491064e-06,5.984169443715695e-16,3.5810283931100605e-31,7.138887033976525e-31,3.569443516988262e-31
40878883,1,6.058182787491064e-06,5.984143093941723e-16,3.5809968568770415e-31,7.138824165554298e-31,3.569412082777152e-31
40878919,1,6.058182787491064e-06,5.984132554080864e-16,3.580984242481037e-31,7.1387990183791925e-31,3.5693995091895962e-31
40879063,1,6.058182787491064e-06,5.984090394915885e-16,3.580933785452455e-31,7.138698430786026e-31,3.569349215393014e-31
40879129,1,6.058182787491064e-06,5.984071072114166e-16,3.580910659611358e-31,7.138652328731248e-31,3.569326164365623e-31
40879459,1,6.058182787491064e-06,5.983974459509415e-16,3.5807950332060998e-31,7.1384218240396675e-31,3.569210912019834e-31
40879549,1,6.058182787491064e-06,5.983948111023277e-16,3.5807634995419042e-31,7.138358960738475e-31,3.5691794803692376e-31
40880089,1,6.058182787491064e-06,5.983790023760915e-16,3.580574304846065e-31,7.137981795462821e-31,3.568990897731409e-31
40880173,1,6.058182787491064e-06,5.983765432972038e-16,3.580544875683104e-31,7.13792312754768e-31,3.5689615637738386e-31
40880197,1,6.058182787491064e-06,5.983758407060202e-16,3.5805364674063644e-31,7.137906365396917e-31,3.5689531826984597e-31
40880293,1,6.058182787491064e-06,5.983730303536599e-16,3.58050283454622e-31,7.137839317285918e-31,3.568919658642959e-31
40880383,1,6.058182787491064e-06,5.983703956663033e-16,3.5804713040984836e-31,7.13777646039683e-31,3.568888230198416e-31
40880443,1,6.058182787491064e-06,5.983686392177329e-16,3.5804502839928144e-31,7.137734556188506e-31,3.5688672780942513e-31
40880629,1,6.058182787491064e-06,5.983631942763127e-16,3.5803851226455227e-31,7.137604655096911e-31,3.5688023275484543e-31
40880773,1,6.058182787491064e-06,5.983589788888357e-16,3.5803346761689013e-31,7.137504088539386e-31,3.568752044269696e-31
40880779,1,6.058182787491064e-06,5.983588032486575e-16,3.5803325742516567e-31,7.137499898304601e-31,3.5687499491523e-31
40880887,1,6.058182787491064e-06,5.983556417386746e-16,3.5802947400050113e-31,7.1374244746041475e-31,3.568712237302076e-31
40881007,1,6.058182787491064e-06,5.983521289791918e-16,3.5802527025393135e-31,7.137340671661012e-31,3.568670335830506e-31
40881013,1,6.058182787491064e-06,5.983519533420296e-16,3.580250600682224e-31,7.1373364815461455e-31,3.5686682407730706e-31
40881079,1,6.058182787491064e-06,5.983500213383501e-16,3.58022748035604e-31,7.1372903904855e-31,3.568645195242751e-31
40881259,1,6.058182787491064e-06,5.983447522849655e-16,3.5801644258695673e-31,7.137164689483865e-31,3.568582344741931e-31
40881319,1,6.058182787491064e-06,5.983429959493037e-16,3.5801434080158845e-31,7.137122789764943e-31,3.568561394882468e-31
40881853,1,6.058182787491064e-06,5.983273649025903e-16,3.579956355912774e-31,7.136749895811862e-31,3.5683749479059316e-31
40881877,1,6.058182787491064e-06,5.983266623980199e-16,3.579947949363541e-31,7.136733137104935e-31,3.5683665685524705e-31
108559273,2,1.2116365574982128e-05,8.485279483552497e-17,7.199996791399692e-33,2.873194168685338e-32,1.4365970843426698e-32
109510393,2,1.2116365574982128e-05,8.338526800258151e-17,6.953102919862343e-33,2.778006108609606e-32,1.3890030543048042e-32
109462429,2,1.2116365574982128e-05,8.345835914980462e-17,6.965297711977776e-33,2.773257424954372e-32,1.3866287124771866e-32
109462753,2,1.2116365574982128e-05,8.345786509191319e-17,6.965215245699981e-33,2.773224590720052e-32,1.3866122953600252e-32
109463899,2,1.2116365574982128e-05,8.345611762605358e-17,6.96492356921369e-33,2.773108458716117e-32,1.386554229358058e-32
109463929,2,1.2116365574982128e-05,8.345607188161119e-17,6.964915933908655e-33,2.773105418692952e-32,1.3865527093464767e-32
109466473,2,1.2116365574982128e-05,8.345219288971621e-17,6.964268498102402e-33,2.7728476398827537e-32,1.3864238199413774e-32
109680499,2,1.2116365574982128e-05,8.312682032614027e-17,6.910068257534406e-33,2.760075487112784e-32,1.380037743556391e-32
109537993,2,1.2116365574982128e-05,8.334325256298304e-17,6.94609774777718e-33,2.7597889196565065e-32,1.3798944598282516e-32
109539379,2,1.2116365574982128e-05,8.334114349464913e-17,6.945746198995698e-33,2.759649244047682e-32,1.379824622023841e-32
109541983,2,1.2116365574982128e-05,8.333718121912271e-17,6.945085773548899e-33,2.759386847102446e-32,1.3796934235512224e-32
109543543,2,1.2116365574982128e-05,8.333480764101791e-17,6.944690164565456e-33,2.759229665713893e-32,1.379614832856946e-32
109677769,2,1.2116365574982128e-05,8.313095861317765e-17,6.910756279945856e-33,2.7571684391220136e-32,1.3785842195610068e-32
109725169,2,1.2116365574982128e-05,8.305915090694274e-17,6.898822549382287e-33,2.757121666458813e-32,1.3785608332294058e-32
109579189,2,1.2116365574982128e-05,8.328059900094772e-17,6.935658169956654e-33,2.7559100305586226e-32,1.3779550152793094e-32
109667893,2,1.2116365574982128e-05,8.314593178892953e-17,6.913245973049323e-33,2.748478695383467e-32,1.374239347691733e-32
109792183,2,1.2116365574982128e-05,8.295778800276615e-17,6.881994590311892e-33,2.712372903341711e-32,1.356186451670855e-32
109792999,2,1.2116365574982128e-05,8.295655489492903e-17,6.881790000035373e-33,2.712292268997259e-32,1.3561461344986285e-32
109794829,2,1.2116365574982128e-05,8.295378956923228e-17,6.88133120389647e-33,2.7121114455166525e-32,1.3560557227583265e-32
109799269,2,1.2116365574982128e-05,8.294708082911285e-17,6.880218218071379e-33,2.71167278888097e-32,1.3558363944404848e-32
109799779,2,1.2116365574982128e-05,8.294631028269544e-17,6.880090389513187e-33,2.7116224083244416e-32,1.3558112041622183e-32
109800529,2,1.2116365574982128e-05,8.294517714570424e-17,6.879902411732257e-33,2.711548321396189e-32,1.3557741606980938e-32
109803259,2,1.2116365574982128e-05,8.294105272313704e-17,6.879218226822199e-33,2.711278666343925e-32,1.3556393331719626e-32
109803853,2,1.2116365574982128e-05,8.294015536205295e-17,6.87906937148148e-33,2.711219998585999e-32,1.355609999292999e-32
109807699,2,1.2116365574982128e-05,8.293434552803171e-17,6.878105668162953e-33,2.710840178065401e-32,1.3554200890327008e-32
110316289,2,1.2116365574982128e-05,8.217140563339289e-17,6.752139903767594e-33,2.693460211354968e-32,1.346730105677485e-32
110316823,2,1.2116365574982128e-05,8.217061011692655e-17,6.752009166987952e-33,2.693408059841651e-32,1.346704029920825e-32
110318653,2,1.2116365574982128e-05,8.216788399644021e-17,6.751561160452455e-33,2.693229347937724e-32,1.3466146739688613e-32
113156629,2,1.2116365574982128e-05,7.809801607693046e-17,6.0993001151524894e-33,2.4219246009938265e-32,1.2109623004969131e-32
113158603,2,1.2116365574982128e-05,7.809529133244517e-17,6.098874528299486e-33,2.4217556079536924e-32,1.2108778039768462e-32
113160193,2,1.2116365574982128e-05,7.809309673312334e-17,6.0985317573689594e-33,2.4216194996570872e-32,1.2108097498285443e-32
113165023,2,1.2116365574982128e-05,7.808643068738825e-17,6.0974906574962896e-33,2.4212060972426958e-32,1.2106030486213479e-32
113193163,2,1.2116365574982128e-05,7.80476106919327e-17,6.091429534719487e-33,2.41664419736623e-32,1.2083220986831153e-32
113193529,2,1.2116365574982128e-05,7.804710597439787e-17,6.0913507509788915e-33,2.4166129416045952e-32,1.2083064708022975e-32
113194183,2,1.2116365574982128e-05,7.804620411427176e-17,6.09120997664657e-33,2.4165570924034518e-32,1.2082785462017252e-32
113195059,2,1.2116365574982128e-05,7.804499614263123e-17,6.091021422903324e-33,2.416482287744394e-32,1.2082411438721973e-32
108544453,1,6.058182787491064e-06,8.487596698734774e-17,7.203929772037344e-33,1.4400876708339123e-32,7.200438354169563e-33
108544603,1,6.058182787491064e-06,8.487573240385012e-17,7.203889951089973e-33,1.4400797105043203e-32,7.200398552521599e-33
108544687,1,6.058182787491064e-06,8.487560103751625e-17,7.203867651479629e-33,1.4400752527437727e-32,7.200376263718865e-33
108544693,1,6.058182787491064e-06,8.487559165421836e-17,7.203866058653621e-33,1.440074934332967e-32,7.200374671664828e-33
108544831,1,6.058182787491064e-06,8.487537583879631e-17,7.203829423776929e-33,1.4400676109086787e-32,7.200338054543396e-33
108544903,1,6.058182787491064e-06,8.487526323977245e-17,7.203810310020668e-33,1.4400637900101417e-32,7.200318950050707e-33
108561853,1,6.058182787491064e-06,8.484876178700402e-17,7.199312376787753e-33,1.439583340955484e-32,7.197916704777424e-33
108562063,1,6.058182787491064e-06,8.484843352826738e-17,7.199256672200809e-33,1.439572202197894e-32,7.197861010989474e-33
108562081,1,6.058182787491064e-06,8.484840539189288e-17,7.199251897546996e-33,1.439571247452255e-32,7.197856237261284e-33
108562123,1,6.058182787491064e-06,8.48483397404068e-17,7.199240756703495e-33,1.4395690197155122e-32,7.197845098577567e-33
