candidate_id,block_id,x,y,h,p_star,E_theta_sign,post_P0_flag,finite_zone_flag,E_theta,Q_R2Q,Q_delta_D,Q_exc,epsilon,near_forbidden_flag,forbidden_flag,C_minus_flag,V2,sqrt_V2,V2_source,V2_available_flag,Q_exc_over_sqrt_V2,Q_exc_over_sqrt_V2_global,row_regime,Q_exc_above_0p025_flag,variance_ratio_above_constant_flag,missing_Q_exc_flag,missing_V2_flag,invalid_V2_flag
hexc_00030,31,7108243,7105465,2778,7108243,negative,False,True,-80.20709910296955,0.1766899326140388,0.1621275115134674,0.0068229245505902,0.007739496549981,False,False,True,0.0004263792000474,0.0206489515483821,global_V2_from_shell_variance_summary,True,0.3304247450338366,0.3304247450338366,finite_negative,False,False,False,False,False
hexc_00031,32,3293113,3292080,1033,3293113,negative,False,True,-117.56184933337444,0.1154116378424172,0.0971366049932867,0.0061349229944132,0.0121401098547171,False,False,True,0.0004263792000474,0.0206489515483821,global_V2_from_shell_variance_summary,True,0.2971057867048891,0.2971057867048891,finite_negative,False,False,False,False,False
hexc_00032,33,1197619,1197615,4,1197697,positive,False,True,23.99169028406876,0.0726584885625681,0.069431568892584,0.0177247165152088,-0.0144977968452248,False,False,False,0.0004263792000474,0.0206489515483821,global_V2_from_shell_variance_summary,True,0.8583833650671518,0.8583833650671518,finite_positive,False,False,False,False,False
hexc_00033,34,127,126,1,127,positive,False,True,3.844187086458591,0.2157084836048593,0.1926535586334653,0.0,0.0230549249713939,False,False,False,0.0004263792000474,0.0206489515483821,global_V2_from_shell_variance_summary,True,0.0,0.0,finite_positive,False,False,False,False,False
hexc_00034,35,354953,354952,1,354953,positive,False,True,11.779740665326448,0.080127585396028,0.0762690147674882,0.0,0.0038585706285397,False,False,False,0.0004263792000474,0.0206489515483821,global_V2_from_shell_variance_summary,True,0.0,0.0,finite_positive,False,False,False,False,False
hexc_00035,36,39707851,39704004,3847,39707851,negative,False,True,-452.5803398765943,0.1623741874086595,0.1371454844597804,0.0110407093348006,0.0141879936140783,False,False,True,0.0004263792000474,0.0206489515483821,global_V2_from_shell_variance_summary,True,0.5346861950318087,0.5346861950318087,finite_negative,False,False,False,False,False
hexc_00036,37,1657,1656,1,1657,positive,False,True,6.412764017426562,0.1389495863976313,0.129017905192041,6.465466393439502e-17,0.0099316812055901,False,False,False,0.0004263792000474,0.0206489515483821,global_V2_from_shell_variance_summary,True,3.131135437211139e-15,3.131135437211139e-15,finite_positive,False,False,False,False,False
hexc_00037,38,155921,155920,1,156007,positive,False,True,10.957104747706284,0.0868104441327406,0.081363154764434,0.0,0.0054472893683065,False,False,False,0.0004263792000474,0.0206489515483821,global_V2_from_shell_variance_summary,True,0.0,0.0,finite_positive,False,False,False,False,False
hexc_00038,39,39690667,39682692,7975,39690667,negative,False,True,-364.0109776889212,0.2349256240499423,0.2184817075940539,0.0069005695359736,0.0095433469199146,False,False,True,0.0004263792000474,0.0206489515483821,global_V2_from_shell_variance_summary,True,0.3341849836687848,0.3341849836687848,finite_negative,False,False,False,False,False
hexc_00039,40,30417481,30409154,8327,30417481,negative,False,True,-228.7179970545885,0.24963148266117,0.2357893781039462,0.0085348501864403,0.0053072543707834,False,False,True,0.0004263792000474,0.0206489515483821,global_V2_from_shell_variance_summary,True,0.4133309222234593,0.4133309222234593,finite_negative,False,False,False,False,False
