extreme_type,candidate_id,block_id,x,y,h,p_star,E_theta_sign,row_regime,Q_R2Q,Q_exc,Q_energy_L2,Q_energy_RMS,conc_ratio,threshold_relevant_flag,forbidden_flag,positive_harmless_flag,O2_repaid_flag,B3_no_accumulation_flag,finite_certified_flag,subthreshold_non_surviving_flag,harmful_high_energy_flag
top_Q_exc,hexc_00123,124,30340831,30340827,4,30340987,positive,finite_positive,0.0597199396392292,0.0144204613622394,0.0203085588396176,0.0090822636180878,0.7100681774675318,False,False,True,False,False,True,True,False
top_Q_exc,hexc_00297,298,30423259,30423255,4,30423359,positive,finite_positive,0.0588683256744303,0.0144182081956392,0.0203053990582444,0.0090808505208989,0.7100677092965143,False,False,True,False,False,True,True,False
top_Q_exc,hexc_00399,400,31019929,31019925,4,31019993,positive,finite_positive,0.058517488803213,0.0144020784216403,0.0202827788463261,0.009070734454596,0.710064362026459,False,False,True,False,False,True,True,False
top_Q_exc,hexc_00254,255,33472333,33472329,4,33472553,positive,finite_positive,0.0583129230101737,0.0143392191682336,0.0201946235958818,0.0090313102280826,0.7100513213406826,False,False,True,False,False,True,True,False
top_Q_exc,hexc_00360,361,33862651,33862647,4,33862799,positive,finite_positive,0.0585493445209605,0.0143296944521975,0.0201812656596905,0.00902533637741,0.7100493444679852,False,False,True,False,False,True,True,False
top_Q_exc,hexc_00341,342,40863883,40863879,4,40864051,positive,finite_positive,0.0574566735917498,0.014176984271913,0.0199670866976149,0.0089295526336997,0.7100176649008322,False,False,True,False,False,True,True,False
top_Q_exc,hexc_00057,58,1188361,1188358,3,1188511,positive,finite_positive,0.0833294497303515,0.0134398679639979,0.0190068400397767,0.0095034200198883,0.7071069118207719,False,False,True,False,False,True,True,False
top_Q_exc,hexc_00060,61,1190071,1190068,3,1190143,positive,finite_positive,0.0832943901091022,0.0134386455041789,0.0190051112262544,0.0095025556131272,0.7071069116193456,False,False,True,False,False,True,True,False
top_high_energy_conc_ratio,hexc_00001,2,24181,24178,3,24317,positive,finite_positive,0.1157979799474991,0.0184358992034248,0.0260719675992124,0.0130359837996062,0.70711576075991,False,False,True,False,False,True,True,False
top_high_energy_conc_ratio,hexc_00059,60,3290983,3290975,8,3291137,positive,finite_positive,0.0730965487832678,0.0205672364492246,0.0304825946938867,0.0101608648979622,0.674720661274592,False,False,True,False,False,True,True,False
top_high_energy_conc_ratio,hexc_00304,305,30386689,30386676,13,30386821,positive,finite_positive,0.0656901337841472,0.0172880108593613,0.0289054037503281,0.0083442713181433,0.598089236486277,False,False,True,False,False,True,True,False
top_high_energy_conc_ratio,hexc_00004,5,356077,355293,784,356077,negative,finite_negative,0.1566810093663226,0.0128661873649445,0.0285182984397066,0.0046883793831597,0.45115550607432625,False,False,False,False,False,True,True,False
top_high_energy_conc_ratio,hexc_00011,12,3279709,3278912,797,3279709,negative,finite_negative,0.1060058846880691,0.0114062615417102,0.0254216307563309,0.0041792903519915,0.44868331426258445,False,False,False,False,False,True,True,False
top_high_energy_conc_ratio,hexc_00013,14,1195591,1195386,205,1195669,positive,finite_positive,0.0899443884131837,0.0127144572989962,0.0298022102047381,0.0052683362325293,0.42662799878429125,False,False,True,False,False,True,True,False
top_high_energy_conc_ratio,hexc_00081,82,12782500,12782006,494,12782599,negative,finite_negative,0.0796044258439215,0.0108684538700757,0.0277787667189073,0.0046297944531512,0.39125041007231653,False,False,False,False,False,True,True,False
top_high_energy_conc_ratio,hexc_00026,27,1192781,1192323,458,1192781,negative,finite_negative,0.0967472985369818,0.0120403626533005,0.036413013628854,0.0061549226791826,0.33066097676023193,False,False,False,False,False,True,True,False
top_high_energy_conc_ratio,hexc_00095,96,3438637,3438262,375,3438637,negative,finite_negative,0.0753076301542394,0.0091609752093495,0.0289409320608848,0.0048234886768141,0.3165404344986885,False,False,False,False,False,True,True,False
top_high_energy_conc_ratio,hexc_00087,88,3290641,3290318,323,3290641,negative,finite_negative,0.0705553720204413,0.0078480023338476,0.0270342406488881,0.0045696207015524,0.29029860449105616,False,False,False,False,False,True,True,False
