block_id,source_row,p_star,y,h,carrier_count,weighted_discrepancy,signed_weighted_discrepancy,small_q_le_13_discrepancy,tail_q_gt_13_discrepancy,top_component_q,top_component_abs,denom_sqrt_h_log2p,Q_LAN,h_bin,scale_bin
272,272,39651113,39650618,347,46,0.03392509987976202,-0.033779370941075075,0.03388730495689789,3.779492286435265e-05,3,0.02896215251273225,5701.956339851794,5.949729857216656e-06,257<=h<=1024,p<100M
274,274,109547591,109546815,776,72,0.16584061341370535,0.16383943887866373,0.16581337406489605,2.7239348810197202e-05,3,0.16481286273369436,9546.219740681327,1.7372385920153675e-05,257<=h<=1024,100M<=p<500M
275,275,109494199,109492961,1238,122,0.08560784585230365,0.08375096412453771,0.08558664617192553,2.119968037878429e-05,3,0.08019216555801911,12056.965392726095,7.100281294989071e-06,1025<=h<=8192,100M<=p<500M
276,276,108562291,108561847,313,32,0.11344589105644573,0.10716213060163568,0.11343315353407128,1.2737522374674428e-05,3,0.1102871982520123,6056.876320523745,1.873009866026717e-05,257<=h<=1024,100M<=p<500M
279,279,40863643,40862800,843,96,0.0622823090861153,-0.062097981130308885,0.06226344240420904,1.88666819065165e-05,3,0.05802729413285195,8917.99195914986,6.9838938374701776e-06,257<=h<=1024,p<100M
285,285,187503637,187502433,1204,114,0.09314898124858727,-0.08420321316253389,0.09312237467973022,2.6606568857629315e-05,3,0.08626852289387285,12591.33235500006,7.397865342788565e-06,1025<=h<=8192,100M<=p<500M
293,293,179406523,179405418,1105,106,0.09902980995532909,-0.07496628601271654,0.09900904696664786,2.0762988681515474e-05,3,0.08606254467909814,12006.721075940846,8.247864619239448e-06,1025<=h<=8192,100M<=p<500M
297,297,604724143,604718720,5423,508,0.27956260084835377,0.24988674266621022,0.27950933213621754,5.326871213900777e-05,3,0.26469816113958444,30108.856325827302,9.285062103423226e-06,1025<=h<=8192,p>=500M
299,299,39651863,39651244,619,68,0.004865899639553663,-0.004835887455034266,0.004849697800714146,1.620183883956365e-05,7,0.0018382875668532831,7615.622595294372,6.389365516301006e-07,257<=h<=1024,p<100M
301,301,604360789,604358714,2075,182,0.2549164388728574,0.23572052392893772,0.25489370546227647,2.273341058320289e-05,3,0.24531399561387543,18623.345002921153,1.3688004965427675e-05,1025<=h<=8192,p>=500M
304,304,604870961,604869251,1710,150,0.15049069275325222,-0.1440745061241836,0.15047188060412794,1.8812149125469967e-05,3,0.14275098041591464,16907.637972320623,8.900752015131828e-06,1025<=h<=8192,p>=500M
305,305,30386821,30386676,13,8,0.05816129625661523,0.052537858424946474,0.0581580664046172,3.229851998217978e-06,3,0.05534957734078085,1070.3307697924963,5.433955362031766e-05,5<=h<=16,p<100M
309,309,108834839,108833866,973,96,0.06002098316484784,-0.059426680948875356,0.05995234166533256,6.864149951550812e-05,3,0.05802729413285195,10681.952787670814,5.61891485179793e-06,257<=h<=1024,100M<=p<500M
316,316,604434563,604433380,1183,96,0.061385537935852295,-0.06009629858880496,0.06134299495099762,4.254298485493007e-05,3,0.05802729413285195,14061.97281595378,4.365357460100359e-06,1025<=h<=8192,p>=500M
320,320,604702619,604700469,2150,188,0.01767875020767484,-0.01747196290433155,0.017653899497062413,2.4850710612638212e-05,5,0.011186646553499815,18957.984247465138,9.325226762987027e-07,1025<=h<=8192,p>=500M
321,321,109471171,109470995,14,8,0.05816129625661523,0.052537858424946474,0.0581580664046172,3.229851998217978e-06,3,0.05534957734078085,1282.1293455634543,4.5363048944999555e-05,5<=h<=16,100M<=p<500M
330,330,187419913,187418830,1083,106,0.3685534887256118,-0.35936598486906735,0.3685278823728204,2.5606352793828448e-05,3,0.3638403224568759,11941.319205471427,3.0863716343563046e-05,1025<=h<=8192,100M<=p<500M
335,335,604685377,604682818,2559,240,0.011625735253902446,-0.0058270766151173195,0.011605164415223133,2.057083867943453e-05,3,0.006179346443240992,20682.68159824472,5.620999964960583e-07,1025<=h<=8192,p>=500M
338,338,108591737,108591025,712,72,0.06860542821262543,-0.0678647389751895,0.06859575612578164,9.672086844384086e-06,3,0.05740935948852785,9135.435688319378,7.509814589395526e-06,257<=h<=1024,100M<=p<500M
344,344,109597217,109596735,482,44,0.23408321461985054,-0.21264310007974646,0.23405724512728965,2.5969492561942214e-05,3,0.22335510240348305,7523.940212803085,3.111178558031651e-05,257<=h<=1024,100M<=p<500M
347,347,177979733,177979051,682,66,0.028799514996576122,0.027480899177105358,0.028794395635821826,5.119360754530349e-06,3,0.026078457505886454,9424.763777617254,3.0557280454043534e-06,257<=h<=1024,100M<=p<500M
356,356,33821677,33821502,7,6,0.02973208330357254,0.025514504929820964,0.029729660914574015,2.4223889986634796e-06,3,0.027623294116696753,795.2020731086848,3.738934329904456e-05,5<=h<=16,p<100M
360,360,33488281,33487676,504,58,0.0828485891447602,0.08087357470411671,0.0828285641161971,2.0025028563699392e-05,3,0.0818399912762167,6739.804304662162,1.2292432450516537e-05,257<=h<=1024,p<100M
377,377,187427707,187426768,939,96,0.23048570578706362,0.21017727901777877,0.23046467970823223,2.1026078832221643e-05,3,0.2197504836449258,11119.180280355069,2.0728659845031627e-05,257<=h<=1024,100M<=p<500M
379,379,604681513,604678930,2583,236,0.5244579005433115,-0.4879151463658344,0.5244281930247638,2.9707518552657433e-05,3,0.5060763573358535,20779.430076271892,2.523928224298086e-05,1025<=h<=8192,p>=500M
382,382,604365031,604363228,1803,164,0.2336194730676908,-0.22524729098635796,0.23358654068196033,3.2932385731472854e-05,3,0.22644477562510365,17359.88337106884,1.3457433329133416e-05,1025<=h<=8192,p>=500M
404,404,180628367,180627380,987,96,0.16604438917869235,0.16247169992941896,0.16603220607151922,1.2183107174037426e-05,3,0.16419492808937025,11355.650209534304,1.4622182447930636e-05,257<=h<=1024,100M<=p<500M
414,414,179407799,179407294,505,48,0.004500467997453287,0.0006338365216755355,0.004474251889426336,2.6216108027009058e-05,5,0.0025161753480426002,8116.883205341699,5.544576512437114e-07,257<=h<=1024,100M<=p<500M
425,425,108843373,108842535,838,86,0.027666072388102217,0.02485116410930726,0.027652876060607068,1.3196327495341037e-05,3,0.025563511968949803,9913.338221673994,2.790792745032606e-06,257<=h<=1024,100M<=p<500M
432,432,604813747,604812190,1557,144,0.10814788875968338,0.10799824432861989,0.10813056991670963,1.7318842974277197e-05,3,0.10740350324516651,16133.371259399311,6.7033657764911576e-06,1025<=h<=8192,p>=500M
443,443,604711937,604711166,771,68,0.006629031979165809,-0.004519305211753088,0.006622427224216428,6.60475494942875e-06,5,0.003727084923606317,11352.742281621395,5.839146009592189e-07,257<=h<=1024,p>=500M
454,454,604143557,604142790,767,70,0.0855025259758436,0.08385798576927755,0.08549542044552798,7.1055303162940494e-06,3,0.08153102395405476,11322.20141875332,7.551758073674882e-06,257<=h<=1024,p>=500M
463,463,604208581,604207847,503,48,0.11561302673734712,0.1055343879058523,0.11560076272854532,1.2264008802241013e-05,3,0.1098752418224629,9168.996574857616,1.2609125305420071e-05,257<=h<=1024,p>=500M
509,509,187493959,187493471,409,42,0.03878215120375106,-0.019940890721512363,0.03874825100148782,3.390020226340117e-05,3,0.028859163405345,7338.676512738205,5.284624705344952e-06,257<=h<=1024,100M<=p<500M
664,664,604206971,604206345,626,54,0.03189389936726477,0.023155871056489225,0.03187264406472621,2.125530253880265e-05,3,0.0263874248280486,10228.804310497868,3.1180476621819735e-06,257<=h<=1024,p>=500M
