block_id,p_star,y,h,t,offset,offset_frac,D_t,line_t,diff,abs_diff,residual_slope_prev,Q_exc_interval,shape_class
36,39707851,39704004,3847,39704183,179.0,0.04652976345204055,-3728.50000361247,-3711.5879749174205,-16.912028695049685,16.912028695049685,-0.5328946925070783,0.011040709334800693,small_absolute_excursion
36,39707851,39704004,3847,39704231,227.0,0.05900701845593969,-3771.003378404832,-3744.0811232955502,-26.92225510928165,26.92225510928165,-0.2085463836298326,0.011040709334800693,small_absolute_excursion
36,39707851,39704004,3847,39704291,287.0,0.07460358721081362,-3776.091253061767,-3784.6975587682127,8.60630570644571,8.60630570644571,0.5921426802621227,0.011040709334800693,small_absolute_excursion
36,39707851,39704004,3847,39704368,364.0,0.09461918377956849,-3865.521869018182,-3836.8219842914623,-28.699884726719574,28.699884726719574,-0.4844959796514972,0.011040709334800693,small_absolute_excursion
36,39707851,39704004,3847,39704465,461.0,0.11983363659994802,-3915.558683259888,-3902.485221638933,-13.073461620954731,13.073461620954731,0.1610971454202561,0.011040709334800693,small_absolute_excursion
36,39707851,39704004,3847,39704587,583.0,0.15154665973485834,-3995.29762649701,-3985.0719737666795,-10.22565273033024,10.22565273033024,0.02334269582479092,0.011040709334800693,small_absolute_excursion
36,39707851,39704004,3847,39704742,738.0,0.19183779568494932,-4103.706993468407,-4089.9977654043905,-13.709228064016315,13.709228064016315,-0.022474679572168234,0.011040709334800693,small_absolute_excursion
36,39707851,39704004,3847,39704938,934.0,0.2427865869508708,-4203.281776589017,-4222.678121281753,19.39634469273642,19.39634469273642,0.16890598345282007,0.011040709334800693,small_absolute_excursion
36,39707851,39704004,3847,39705187,1183.0,0.3075123472835976,-4414.542980151782,-4391.236328493302,-23.306651658480405,23.306651658480405,-0.1714979773141238,0.011040709334800693,small_absolute_excursion
36,39707851,39704004,3847,39705502,1498.0,0.3893943332466857,-4734.930779728044,-4604.472614724778,-130.458165003266,130.458165003266,-0.34016353442789077,0.011040709334800693,small_absolute_excursion
36,39707851,39704004,3847,39705900,1896.0,0.49285157265401613,-5020.666138252752,-4873.894970026771,-146.77116822598055,146.77116822598055,-0.04098744528320237,0.011040709334800693,small_absolute_excursion
36,39707851,39704004,3847,39706404,2400.0,0.6238627501949571,-5424.719812742729,-5215.073027997134,-209.64678474559514,209.64678474559514,-0.12475320738018769,0.011040709334800693,small_absolute_excursion
36,39707851,39704004,3847,39707043,3039.0,0.7899662074343644,-5713.252076199171,-5647.638065780987,-65.61401041818408,65.61401041818408,0.2254034027033037,0.011040709334800693,small_absolute_excursion
36,39707851,39704004,3847,39707851,3847.0,1.0,-6194.606063479505,-6194.606063479505,0.0,0.0,0.08120545843834663,0.011040709334800693,small_absolute_excursion
276,108562291,108561847,313,108561847,0.0,0.0,-5331.430370994229,-5331.430370994229,0.0,0.0,,0.009105982863413702,small_absolute_excursion
276,108562291,108561847,313,108561848,1.0,0.003194888178913738,-5331.412469260526,-5332.171393625035,0.7589243645088573,0.7589243645088573,0.7589243645088573,0.009105982863413702,small_absolute_excursion
276,108562291,108561847,313,108561849,2.0,0.006389776357827476,-5331.089119195526,-5332.912416255842,1.823297060315781,1.823297060315781,1.0643726958069237,0.009105982863413702,small_absolute_excursion
276,108562291,108561847,313,108561850,3.0,0.009584664536741214,-5330.945408055526,-5333.6534388866485,2.7080308311224144,2.7080308311224144,0.8847337708066334,0.009105982863413702,small_absolute_excursion
276,108562291,108561847,313,108561851,4.0,0.012779552715654952,-5349.12488861435,-5334.394461517456,-14.730427096894346,14.730427096894346,-17.43845792801676,0.009105982863413702,small_absolute_excursion
276,108562291,108561847,313,108561852,5.0,0.01597444089456869,-5349.12488861435,-5335.135484148263,-13.989404466087763,13.989404466087763,0.741022630806583,0.009105982863413702,small_absolute_excursion
276,108562291,108561847,313,108561853,6.0,0.019169329073482427,-5367.304369191598,-5335.876506779069,-31.427862412529066,31.427862412529066,-17.438457946441304,0.009105982863413702,small_absolute_excursion
276,108562291,108561847,313,108561854,7.0,0.022364217252396165,-5367.304369191598,-5336.617529409876,-30.686839781722483,30.686839781722483,0.741022630806583,0.009105982863413702,small_absolute_excursion
276,108562291,108561847,313,108561855,8.0,0.025559105431309903,-5366.981019126598,-5337.358552040682,-29.62246708591556,29.62246708591556,1.0643726958069237,0.009105982863413702,small_absolute_excursion
276,108562291,108561847,313,108561857,10.0,0.03194888178913738,-5366.5139579215975,-5338.8405973022955,-27.673360619302002,27.673360619302002,0.9745532333067786,0.009105982863413702,small_absolute_excursion
276,108562291,108561847,313,108561858,11.0,0.03514376996805112,-5366.51377241473,-5339.581619933102,-26.93215248162778,26.93215248162778,0.7412081376742208,0.009105982863413702,small_absolute_excursion
276,108562291,108561847,313,108561861,14.0,0.04472843450479233,-5365.761488590036,-5341.804687825523,-23.95680076451299,23.95680076451299,0.9917839057049301,0.009105982863413702,small_absolute_excursion
276,108562291,108561847,313,108561863,16.0,0.051118210862619806,-5365.294427385036,-5343.286733087136,-22.007694297900343,22.007694297900343,0.9745532333063238,0.009105982863413702,small_absolute_excursion
276,108562291,108561847,313,108561866,19.0,0.06070287539936102,-5364.754353314277,-5345.509800979556,-19.244552334721448,19.244552334721448,0.9210473210596319,0.009105982863413702,small_absolute_excursion
276,108562291,108561847,313,108561870,23.0,0.07348242811501597,-5363.933329020372,-5348.473891502783,-15.459437517589322,15.459437517589322,0.9462787042830314,0.009105982863413702,small_absolute_excursion
276,108562291,108561847,313,108561874,27.0,0.08626198083067092,-5363.100160716984,-5351.437982026009,-11.662178690974542,11.662178690974542,0.9493147066536949,0.009105982863413702,small_absolute_excursion
276,108562291,108561847,313,108561879,32.0,0.10223642172523961,-5361.908835175564,-5355.143095180043,-6.765739995520562,6.765739995520562,0.9792877390907961,0.009105982863413702,small_absolute_excursion
