metric,rank,candidate_id,block_id,p_star,h,post_P0_flag,value,K_prime,spectral_bound_over_h,spectral_tightness,rayleigh_over_h,top_eigenvalue_over_h,top_eigenvector_alignment,effective_rank,event_count,sample_count
top_eigenvalue_over_h,20,hexc_00410,411,179436077,3,False,0.3333333333333333,26.755739478454625,240.8016553060916,9.0,0.03703703703703704,0.3333333333333333,2.9323493633270914e-10,1.2195121951219514,2,4
top_eigenvector_alignment,1,hexc_00032,33,1197697,4,False,0.2897842057884488,24.485463076576707,105.35544143348817,4.302775124325638,0.06250000745748878,0.2689234773582496,0.2897842057884488,1.3157894736842108,2,5
top_eigenvector_alignment,2,hexc_00231,232,7103387,4,False,0.28978415722918033,31.11053762086766,133.86166096274593,4.302775560939104,0.06250000111545573,0.2689234773582496,0.28978415722918033,1.3157894736842108,2,5
top_eigenvector_alignment,3,hexc_00185,186,22052431,4,False,0.28978415125517626,35.73898635214269,153.77683896843297,4.302775614653477,0.06250000033522718,0.2689234773582496,0.28978415125517626,1.3157894736842108,2,5
top_eigenvector_alignment,4,hexc_00123,124,30340987,4,False,0.28978415051944234,37.10051919515608,159.63520952932976,4.30277562126872,0.06250000023913742,0.2689234773582496,0.28978415051944234,1.3157894736842108,2,5
top_eigenvector_alignment,5,hexc_00297,298,30423359,4,False,0.28978415051419393,37.1122052310735,159.6854919215358,4.3027756213159085,0.06250000023845197,0.2689234773582496,0.28978415051419393,1.3157894736842108,2,5
top_eigenvector_alignment,6,hexc_00399,400,31019993,4,False,0.28978415047705924,37.19591809331658,160.04568959680532,4.3027756216498005,0.06250000023360201,0.2689234773582496,0.28978415047705924,1.3157894736842108,2,5
top_eigenvector_alignment,7,hexc_00254,255,33472553,4,False,0.28978415033873306,37.524779776886504,161.46070767843574,4.30277562289354,0.06250000021553608,0.2689234773582496,0.28978415033873306,1.3157894736842108,2,5
top_eigenvector_alignment,8,hexc_00360,361,33862799,4,False,0.28978415031862004,37.57501427082907,161.67685544119539,4.302775623074383,0.06250000021290925,0.2689234773582496,0.28978415031862004,1.3157894736842108,2,5
top_eigenvector_alignment,9,hexc_00341,342,40864051,4,False,0.2897841500248326,38.394020568119075,165.2008558737388,4.302775625715928,0.06250000017453945,0.2689234773582496,0.2897841500248326,1.3157894736842108,2,5
top_eigenvector_alignment,10,hexc_00428,429,108831299,4,False,0.2897841491636602,42.805805829086985,184.18377829197414,4.302775633459033,0.06250000006206692,0.2689234773582496,0.2897841491636602,1.3157894736842108,2,5
